G,C,B,A,Ia,Ib,Ic,Va,Vb,Vc,Fault_Type
1,0,0,1,785.6718189,25.65900087,23.83718428,0.115933724,-0.441161731,0.325228007,3
0,1,1,1,453.1897079,-882.9649742,431.8494568,-0.022183144,-0.020146659,0.042329803,0
0,1,1,1,499.9242463,-880.4700521,382.5410097,-0.019873157,-0.022445156,0.042318313,0
1,0,0,1,653.2612569,70.78808942,-32.01631825,-0.29647453,0.223775309,0.072699221,3
1,0,1,1,305.4273747,557.4364177,57.33919733,0.042044604,-0.323183753,0.281139149,2
0,0,0,0,-61.25963172,28.89539022,29.26992388,0.203350411,-0.579121375,0.375770963,5
0,0,0,0,-44.47540295,-23.19938357,25.27313128,0.391999425,-0.530909673,0.138910249,5
0,1,1,0,-47.93545839,772.3483656,-721.8284829,0.066815072,-0.010785192,-0.056029881,4
0,1,1,1,-664.132339,836.943558,-170.780421,0.009905223,0.03072578,-0.040631002,0
1,0,1,1,-852.5213522,286.4610678,-24.71088472,-0.026972009,0.336324579,-0.30935257,2
0,0,0,0,39.56433146,44.32840732,-86.92552501,-0.306804556,0.624660626,-0.317856069,5
1,0,1,1,-445.9830224,889.7681461,41.41104064,0.022164737,-0.051253181,0.029088444,2
0,1,1,0,-11.09322553,-638.0141023,651.3986027,-0.406860015,-0.021320169,0.428180185,4
0,0,0,0,-15.62849197,-26.34342352,20.94885987,0.375441568,-0.547220769,0.171779201,5
0,1,1,0,-6.631510801,-677.7221913,686.8480957,-0.381793036,-0.018907705,0.400700741,4
0,1,1,1,656.345392,-840.2707891,185.9958037,-0.010590546,-0.030204949,0.040795494,0
0,1,1,0,36.82529364,228.1238937,-262.3287936,0.501325252,0.039543307,-0.540868558,4
0,1,1,0,-19.93369894,-569.0778687,591.2865964,-0.445638121,-0.026262672,0.471900793,4
1,0,0,1,841.2891068,36.62001687,15.93933413,0.0514929,-0.363182711,0.311689811,3
0,1,1,0,-1.412496936,-699.3582238,703.1777493,-0.354505385,-0.015333854,0.36983924,4
0,0,0,0,-5.230768869,-20.56304081,22.34455446,0.58425988,-0.358028962,-0.226230917,5
0,0,0,0,-60.79841184,92.89976703,-35.46744979,-0.46075092,-0.110518105,0.571269026,5
0,0,0,0,-39.35692184,-0.77722738,37.16509629,0.437227069,-0.558064702,0.120837633,5
1,1,1,1,237.9083948,-10.87688714,15.94074192,0.342192729,-0.587571086,0.245378357,1
1,0,0,1,852.1611243,39.43313317,13.69269088,0.03356969,-0.339932494,0.306362804,3
0,0,0,0,5.948823833,-25.97703899,16.71156983,0.591796431,-0.271990396,-0.319806035,5
0,1,1,1,-641.2252813,-204.2757099,847.5923952,-0.040078179,0.031971427,0.008106752,0
1,1,1,1,-157.0165467,-690.9342632,848.0209264,-0.039925197,0.008939416,0.030985782,1
0,0,0,0,8.745682037,79.47458994,-91.61200827,-0.546438577,0.538093594,0.008344983,5
1,0,1,1,-769.1643857,168.7830625,-20.54374551,-0.057097552,0.342103414,-0.285005862,2
1,0,1,1,434.2685305,-889.8464681,-42.03993116,-0.022732285,0.057112766,-0.034380482,2
1,1,1,1,328.2006417,-874.7880381,546.5851329,-0.027563856,-0.01405751,0.041621366,1
1,0,1,1,668.341377,-847.7882072,-26.1299721,-0.0088637,-0.072604965,0.081468665,2
1,0,1,1,734.6266364,28.79059658,41.57353855,0.036827074,-0.374494101,0.337667027,2
0,0,0,0,7.805956878,77.00914351,-87.8368314,-0.55371748,0.52561873,0.028098749,5
1,1,1,1,423.2272791,-893.7963013,470.5938642,-0.023357011,-0.018864396,0.042221407,1
1,0,0,1,-355.8124601,22.28361629,-46.33231825,-0.321836858,0.604671723,-0.282834866,3
0,0,0,0,38.68969456,-29.51836872,-3.909055936,0.559993876,-0.082585552,-0.477408324,5
0,0,0,0,51.924528,20.26361665,-75.471806,-0.063791135,0.568306693,-0.504515557,5
1,1,1,1,-769.0151921,761.0635144,7.949414064,0.001341835,0.036020968,-0.037362803,1
0,1,1,0,25.43433646,386.0422794,-408.7621478,0.492333321,0.035269913,-0.527603234,4
0,1,1,0,56.67358646,-408.5664521,354.544796,0.318873881,0.037567953,-0.356441834,4
0,1,1,1,-481.7597782,-399.2662509,883.1144205,-0.042182766,0.024595949,0.017586817,0
0,0,0,0,-15.86809909,-19.38782993,32.29400097,0.558396005,-0.442855272,-0.115540733,5
0,1,1,0,-57.02733049,-87.42960518,146.790454,-0.498220885,-0.041539404,0.539760289,4
0,0,0,0,-69.55624724,83.83311642,-17.74764159,-0.321114167,-0.277852342,0.59896651,5
1,0,1,1,464.0994077,-900.1221424,-40.7682051,-0.020782685,0.044891387,-0.024108703,2
1,0,1,1,849.6427674,-273.2654866,25.52804992,0.027472944,-0.338932632,0.311459688,2
1,0,1,1,-473.5841866,174.5566548,1.588778063,0.194150135,0.09903241,-0.293182545,2
0,1,1,0,56.94721669,-387.7185877,333.3318786,0.331057607,0.038165214,-0.369222821,4
0,0,0,0,7.491733181,78.25189143,-88.88377633,-0.554217203,0.526353626,0.027863576,5
0,1,1,1,108.359486,706.2002952,-812.5168472,0.039614276,-0.006853524,-0.032760752,0
1,1,1,1,-154.9551401,830.5968899,-675.6440136,0.033463319,0.005754221,-0.03921754,1
1,1,1,1,877.4272994,-341.5054941,-535.9192482,0.02440893,-0.042238093,0.017829163,1
0,0,0,0,54.50421123,-10.67150066,-46.76743763,0.226046867,0.381405671,-0.607452537,5
1,0,0,1,729.3643368,70.02127311,-26.2984683,-0.259408744,0.142204108,0.117204636,3
0,0,0,0,-47.77287839,11.10077843,33.33723659,0.373988453,-0.576321178,0.202332724,5
1,0,0,1,-739.5017946,-41.59137732,3.706105344,0.034194632,0.239925084,-0.274119716,3
0,1,1,1,799.6373774,-71.38436083,-726.116925,0.03389958,-0.039003524,0.005103944,0
0,0,0,0,46.35526653,32.28257937,-81.55934713,-0.210867217,0.613178879,-0.402311662,5
0,1,1,1,-879.8979716,378.0827457,503.8360949,-0.022682075,0.042348578,-0.019666503,0
0,0,0,0,17.21200304,69.53354693,-89.77018633,-0.504371793,0.571334668,-0.066962875,5
1,0,1,1,355.8471778,513.1782327,56.78145269,0.042268757,-0.334663902,0.292395144,2
1,1,1,1,527.589501,-887.1386593,359.5690269,-0.018256983,-0.023966968,0.042223951,1
1,0,0,1,-62.93996887,43.72630721,-49.89689811,-0.372983678,0.582074319,-0.209090641,3
1,0,1,1,-862.1144661,338.7962512,-21.38244522,-0.024867986,0.325028969,-0.300160982,2
1,0,0,1,830.4395096,65.22084488,-14.9314436,-0.181161678,-0.008740161,0.189901839,3
1,0,1,1,-498.5274403,-367.9177184,-53.76881095,-0.042020806,0.361081759,-0.319060953,2
0,0,0,0,-66.20500011,40.8576495,21.87843735,0.129104177,-0.560063475,0.430959298,5
0,0,0,0,-7.27243021,87.32268712,-83.18588525,-0.602968884,0.434814389,0.168154495,5
1,0,0,1,302.9475167,62.76129822,-46.22310023,-0.375285817,0.461247036,-0.085961219,3
0,0,0,0,53.20997914,-5.552432197,-51.07994448,0.223988431,0.384432819,-0.60842125,5
0,0,0,0,47.03455604,33.40769015,-83.85061444,-0.17658456,0.607849342,-0.431264782,5
1,0,1,1,767.7894078,-769.813392,-15.1376719,-0.000408285,-0.145962355,0.14637064,2
1,0,0,1,509.6144872,69.1770573,-39.60318492,-0.342140521,0.34121826,0.000922261,3
0,0,0,0,-71.39200664,59.04294014,9.245516523,-0.086668305,-0.464804539,0.551472844,5
0,0,0,0,46.24497909,-24.88455105,-24.30164914,0.407522844,0.186562058,-0.594084902,5
1,1,1,1,822.7089331,-690.7488835,-131.9623123,0.004582123,-0.038722803,0.034140681,1
0,0,0,0,-66.14777624,38.6451619,24.52183952,0.103303717,-0.554487914,0.451184198,5
1,1,1,1,-704.6691859,-109.4926628,814.1596105,-0.038333987,0.034845603,0.003488384,1
0,1,1,1,-564.9051396,871.196292,-304.2584018,0.016224291,0.025782604,-0.042006895,0
1,1,1,1,-873.1355698,553.3645693,319.7688178,-0.013708408,0.041597999,-0.027889591,1
0,1,1,1,-470.0736427,-411.5935915,883.7554249,-0.042240785,0.024050988,0.018189798,0
1,0,0,1,-833.0207571,-34.69915017,-17.41807488,-0.063375574,0.378238064,-0.31486249,3
0,0,0,0,-16.11206254,94.96071704,-82.24113389,-0.617362419,0.378609059,0.23875336,5
1,0,1,1,-752.4786567,304.1763656,-11.92634447,-0.081875974,0.296344023,-0.214468049,2
0,0,0,0,19.7128867,-31.07314315,8.293176829,0.575661353,-0.150747292,-0.424914061,5
0,0,0,0,-50.40269083,99.15610038,-52.2078315,-0.549154642,0.041561113,0.507593529,5
1,0,1,1,871.2244338,-501.1867102,10.04564672,0.017558669,-0.279822608,0.262263939,2
0,0,0,0,23.1080777,-27.30394482,0.756019015,0.56099123,-0.1022726,-0.458718631,5
1,1,1,1,-794.7892359,731.3618631,63.42523331,-0.001316347,0.037351405,-0.036035058,1
0,0,0,0,48.06825087,33.65996849,-84.46052346,-0.167913002,0.606233176,-0.438320174,5
0,1,1,0,56.29339581,-311.0982889,257.4748495,0.370418759,0.039953242,-0.410372001,4
0,1,1,0,52.20732357,-616.2487296,566.5422921,0.160811884,0.028220144,-0.189032028,4
1,0,0,1,-808.7168815,-29.75086181,-21.03548372,-0.092795411,0.414211605,-0.321416194,3
0,0,0,0,-58.74552802,26.89973273,28.37972825,0.254062884,-0.583123571,0.329060687,5
0,0,0,0,-41.91836418,1.848309701,37.10014541,0.417598255,-0.566204716,0.148606461,5
0,1,1,0,39.39710909,180.8696506,-217.5511356,0.49924423,0.040419036,-0.539663265,4
0,1,1,1,-643.9195763,-190.8920941,836.9867066,-0.020345344,0.027274611,-0.006929267,0
1,0,0,1,-758.6160265,-69.23021181,23.58123387,0.241230811,-0.104940234,-0.136290577,3
0,0,0,0,-66.2379206,38.45704096,24.91223947,0.094421006,-0.552018756,0.45759775,5
1,1,1,1,-494.0282093,-387.6058143,881.6317601,-0.042121964,0.025150097,0.016971867,1
1,1,1,1,-832.341258,672.5868886,159.7522118,-0.005954556,0.039326455,-0.033371898,1
0,0,0,0,0.975588361,81.58863014,-85.58391743,-0.580393349,0.486112069,0.09428128,5
1,1,1,1,149.0473406,679.3504332,-828.3992536,0.040284121,-0.008813546,-0.031470575,1
1,0,1,1,541.5374111,25.65356838,31.8640085,0.224148683,-0.531730082,0.307581399,2
1,0,0,1,-745.3504275,-19.33619326,-27.86025929,-0.14974167,0.478291344,-0.328549674,3
1,0,0,1,172.1651769,-36.40425918,49.27569982,0.359282118,-0.598577822,0.239295704,3
1,0,0,1,-18.9041498,45.30431319,-50.07834678,-0.374617728,0.576500733,-0.201883005,3
1,0,0,1,878.630855,50.53199578,3.66772173,-0.044383052,-0.231155969,0.275539021,3
1,0,1,1,829.5482441,-666.3295454,-4.414515717,0.007239067,-0.20824001,0.201000943,2
0,0,0,0,38.75334015,-28.31217122,-13.5011825,0.481429169,0.075248397,-0.556677566,5
1,1,1,1,246.2542963,-870.4680099,624.2485417,-0.029704416,-0.01043657,0.040140986,1
1,1,1,1,-673.870562,831.6161926,-157.7478943,0.009249934,0.031195382,-0.040445316,1
0,1,1,0,-17.47101198,736.85114,-716.8177119,0.311711827,0.011581863,-0.32329369,4
1,0,1,1,828.5519104,-193.7722316,30.28753829,0.030473973,-0.352922328,0.322448356,2
0,1,1,1,587.3592336,-865.0231111,279.657548,-0.015027442,-0.026767427,0.041794869,0
1,0,1,1,755.964703,-13.21114866,39.63703561,0.035802913,-0.37222118,0.336418267,2
1,0,1,1,871.2729389,-451.4335492,13.6051882,0.019780009,-0.294990119,0.27521011,2
1,0,0,1,-766.5480145,-62.7524637,-14.33344168,0.034988544,0.222330031,-0.257318575,3
1,0,1,1,818.759543,-164.9645058,31.82375162,0.031296007,-0.356817124,0.325521117,2
1,0,1,1,588.5798798,-871.0628337,-32.3798498,-0.014388382,-0.025451756,0.039840138,2
1,1,1,1,-856.5401925,615.709729,240.8282924,-0.009875218,0.040642425,-0.030767207,1
0,0,0,0,44.76218172,-21.5760142,-26.48723122,0.41281332,0.179631568,-0.592444888,5
0,1,1,0,24.32749907,-776.1965307,754.2496248,-0.173837696,0.00227089,0.171566806,4
0,1,1,0,-46.15290819,776.3967374,-727.7516386,0.082618533,-0.009477827,-0.073140705,4
1,0,0,1,74.80497168,51.8966667,-49.56651417,-0.38182871,0.54858028,-0.166751571,3
1,1,1,1,-689.8019467,202.8050957,487.5272931,0.039491869,0.020074572,-0.059566441,1
1,0,1,1,-789.5785129,734.9501114,11.60064534,-0.00196141,0.167290096,-0.165328686,2
1,1,1,1,-576.1773416,867.9743658,-291.7992878,0.015600573,0.026322599,-0.041923172,1
0,0,0,0,38.42736254,-24.08084382,-17.7799489,0.474287932,0.087036828,-0.56132476,5
1,1,1,1,822.6506132,-687.0243308,-71.8383188,0.005242864,-0.09254313,0.087300266,1
0,1,1,0,54.12906311,-313.501103,262.1529121,0.42840314,0.022360226,-0.450763366,4
0,0,0,0,21.71851898,-28.64656681,3.616816685,0.567204848,-0.121644651,-0.445560197,5
0,0,0,0,-24.37892067,91.7759348,-70.29558323,-0.617365248,0.293771206,0.323594042,5
1,1,1,1,-758.9022992,-12.61917463,771.5192399,-0.036119793,0.037284424,-0.001164631,1
0,1,1,0,12.21880752,-756.1046159,746.3266621,-0.266834926,-0.006352874,0.273187801,4
0,0,0,0,-66.29447281,40.47950143,22.47047956,0.120392647,-0.558136034,0.437743387,5
0,1,1,1,783.7361541,-707.0239973,-74.70005121,0.007878584,-0.161558905,0.153680322,0
0,0,0,0,34.20101139,-28.57605657,-8.806723543,0.51169344,0.018978787,-0.530672227,5
0,0,0,0,-70.33866686,79.68405765,-12.70405415,-0.287124362,-0.311158391,0.598282752,5
0,0,0,0,-20.47042507,94.05446741,-76.83848659,-0.619428737,0.337460022,0.281968716,5
1,0,0,1,853.2331316,39.43266735,13.69221468,0.033616314,-0.339932466,0.306316152,3
0,1,1,0,-53.38239826,748.7246357,-692.8738217,0.003708122,-0.015818117,0.012109995,4
1,0,0,1,61.05610784,51.13398858,-49.65489925,-0.381365583,0.552553816,-0.171188233,3
0,0,0,0,-28.48760624,-7.459553278,32.61933947,0.508702914,-0.50604056,-0.002662354,5
1,0,0,1,860.7761895,60.71137267,-8.054509311,-0.131963731,-0.094018451,0.225982182,3
0,0,0,0,-30.06485763,96.55578339,-69.74224391,-0.614561277,0.25277975,0.361781527,5
1,0,0,1,226.0985455,-32.51826437,48.67477561,0.350296584,-0.603300112,0.253003528,3
0,1,1,1,884.1382614,-426.4609636,-455.6164196,0.020350767,-0.042315337,0.02196457,0
0,1,1,0,-58.90537507,708.1203947,-646.7678214,-0.06751891,-0.021195299,0.08871421,4
0,0,0,0,-59.82990441,25.67738374,31.17546754,0.221515389,-0.582555278,0.361039888,5
1,1,1,1,-729.0003287,-68.06083176,797.0588969,-0.037440811,0.03594455,0.001496261,1
1,0,0,1,-499.8793505,9.298771499,-42.02443953,-0.277317646,0.586686915,-0.30936927,3
1,1,1,1,655.6532398,-841.0349858,185.379484,-0.010597855,-0.030189947,0.040787802,1
0,1,1,0,-64.47812275,639.3304882,-572.3329323,-0.152821049,-0.027212563,0.180033611,4
0,0,0,0,23.65812207,65.41228604,-92.33927117,-0.457131912,0.599655426,-0.142523514,5
0,0,0,0,-35.83396607,-4.166597902,37.03265217,0.461838248,-0.545223811,0.083385563,5
0,1,1,0,-22.5822032,755.8647646,-730.6333104,0.279646849,0.00834151,-0.28798836,4
0,0,0,0,-36.15542518,96.10861077,-63.07978672,-0.601812432,0.189205246,0.412607187,5
0,0,0,0,-70.72855063,70.58683724,-2.849104472,-0.224562041,-0.367055581,0.591617622,5
0,1,1,1,-653.094303,-177.5031427,832.7726907,-0.022802704,0.028147809,-0.005345105,0
1,1,1,1,-882.4019447,402.2226608,480.1770805,-0.021553026,0.042396219,-0.020843193,1
1,0,0,1,-223.9805722,-59.39991297,47.79578927,0.380707103,-0.496176986,0.115469883,3
1,0,0,1,-429.7549883,15.86152319,-44.37538003,-0.300912808,0.598334744,-0.297421936,3
0,1,1,0,3.765636113,-723.8648099,722.4229456,-0.324797179,-0.01218926,0.336986439,4
1,0,0,1,626.2261987,4.015621959,36.22773449,0.22297965,-0.547918316,0.324938665,3
0,0,0,0,-64.8088502,90.9842026,-29.64306851,-0.413658705,-0.173827521,0.587486226,5
0,0,0,0,17.90761694,-30.89848276,9.923196618,0.579884549,-0.168929623,-0.410954926,5
1,1,1,1,873.2174571,-553.8616422,-319.358078,0.013655645,-0.041510646,0.027855001,1
1,0,1,1,787.089227,-81.93656948,36.22131567,0.033842369,-0.366549696,0.332707327,2
1,1,1,1,770.1319875,-38.80624759,22.6016793,0.034981844,-0.364695494,0.32971365,1
0,1,1,0,2.343590674,617.5182947,-617.2664299,0.418224993,0.023606645,-0.441831637,4
1,0,0,1,-818.375859,-66.06640033,16.40618958,0.191774361,-0.010294416,-0.181479945,3
1,1,1,1,277.2340371,-6.250414565,14.06602665,0.333106689,-0.586878758,0.253772068,1
0,1,1,1,539.3310198,-884.6656595,347.4886656,-0.017615959,-0.024540847,0.042156806,0
0,1,1,1,39.39289135,745.5480531,-782.8189703,0.038334971,-0.003565166,-0.034769805,0
1,1,1,1,-385.8806405,-495.6403962,881.5187858,-0.042362056,0.020093013,0.022269043,1
0,1,1,1,-703.0121029,-74.68896319,779.8781938,-0.017158282,0.029459464,-0.012301182,0
1,0,0,1,868.209444,44.79068717,9.113267543,-0.00246036,-0.291221164,0.293681524,3
0,0,0,0,46.76037029,-24.40600823,-25.2953005,0.400611458,0.195682367,-0.596293825,5
0,0,0,0,55.6125497,-2.684674105,-55.85978362,0.135984544,0.452788837,-0.588773381,5
0,1,1,1,-309.5539403,152.1954541,159.5482172,0.268976685,-0.053702775,-0.21527391,0
1,1,1,1,554.9179454,-873.1726756,318.2524688,-0.016883783,-0.025177606,0.042061389,1
0,1,1,1,755.7003014,-774.5095084,20.79924063,-0.002717996,-0.035227441,0.037945436,0
1,1,1,1,832.4286462,-673.0921106,-159.3387984,0.005902342,-0.039239535,0.033337193,1
1,1,1,1,872.9238425,-484.8010862,-29.15127128,0.017971563,-0.257071608,0.239100044,1
1,1,1,1,730.976886,37.64528503,23.95436137,0.044684798,-0.373192968,0.32850817,1
0,0,0,0,-55.81947028,95.81392547,-43.3631383,-0.508571971,-0.035332009,0.54390398,5
0,1,1,1,528.7372815,350.0519561,-876.7398145,0.041807349,-0.02665544,-0.015151909,0
0,0,0,0,-72.63731565,66.60480333,2.560452785,-0.125894118,-0.438604312,0.56449843,5
0,1,1,0,55.37791711,-230.995547,178.2040473,0.405532413,0.041260128,-0.446792541,4
1,0,1,1,722.2848138,-804.4456276,-20.31296899,-0.004691084,-0.112448446,0.117139529,2
0,1,1,1,108.5250935,-141.5619984,35.17008654,0.041446999,-0.526491801,0.485044802,0
0,0,0,0,4.897292974,79.04214454,-86.96029746,-0.565970694,0.509410737,0.056559957,5
1,0,1,1,622.7356049,50.21679603,34.05122722,0.155280031,-0.474242956,0.318962925,2
1,0,0,1,185.8735798,-35.44413801,49.14511476,0.357173942,-0.599980777,0.242806835,3
0,0,0,0,20.82158948,-23.82563264,16.51253381,0.595094721,-0.261302109,-0.333792611,5
0,1,1,0,32.02616149,297.6688835,-326.978434,0.500373732,0.037934016,-0.538307747,4
0,1,1,0,13.69296727,516.2312546,-527.2186068,0.462692222,0.029776885,-0.492469106,4
1,1,1,1,416.0165777,19.599404,7.465368735,0.285077775,-0.563413938,0.278336163,1
0,1,1,0,-47.68309557,772.3679409,-722.1973973,0.066944383,-0.01076969,-0.056174694,4
0,1,1,1,108.5520612,705.977754,-812.4068213,0.039631004,-0.006866855,-0.03276415,0
0,0,0,0,-71.9483631,72.83049344,-4.237890165,-0.208167351,-0.379280759,0.587448111,5
0,0,0,0,-32.8283855,93.41315551,-63.48083316,-0.606958941,0.214985087,0.391973854,5
0,0,0,0,46.55934658,-23.94354219,-21.51111022,0.462857623,0.106709016,-0.569566639,5
1,0,0,1,-210.7259603,-58.78923198,48.01534008,0.381276936,-0.501578267,0.120301331,3
0,1,1,1,665.5686303,-835.9008504,172.4024278,-0.009945015,-0.030667124,0.040612139,0
0,1,1,0,-60.38875925,-14.06405765,76.78770252,-0.486451283,-0.042125932,0.528577215,4
0,0,0,0,13.46442474,75.76156147,-92.61935096,-0.522067569,0.561297259,-0.03922969,5
0,0,0,0,-71.98817491,64.77712586,3.984321792,-0.134149308,-0.433955373,0.568104681,5
0,1,1,1,-148.1341687,-679.3439392,829.4827293,-0.040313646,0.008873228,0.031440417,0
0,0,0,0,52.38927568,18.72820185,-74.53074248,-0.035837359,0.556317144,-0.520479785,5
1,1,1,1,-765.921684,1.268614765,764.6508056,-0.03576781,0.03759721,-0.0018294,1
1,1,1,1,176.1531933,661.5514529,-837.70691,0.040656588,-0.010096252,-0.030560336,1
1,0,1,1,150.7841353,-846.7257206,-53.30107629,-0.03222602,0.183975777,-0.151749758,2
1,1,1,1,-195.6607858,843.6931018,-648.0341324,0.032214511,0.007717055,-0.039931565,1
0,0,0,0,41.92270184,-23.68778704,-21.5375651,0.445239346,0.133280059,-0.578519404,5
0,0,0,0,-71.7198947,77.35685995,-9.108831891,-0.244388339,-0.349095945,0.593484284,5
0,0,0,0,-58.11638338,25.91244643,28.73809522,0.262561342,-0.583660825,0.321099483,5
1,0,1,1,10.7362052,759.6987984,56.36492448,0.037751072,-0.23860596,0.200854888,2
0,1,1,1,812.8680994,-706.9613969,-103.8404699,0.003264663,-0.038182814,0.034918151,0
1,0,0,1,-697.2725494,-70.53623344,28.91123292,0.27657305,-0.178906608,-0.097666442,3
1,0,0,1,666.7664157,70.73803532,-31.44513362,-0.29243878,0.214903178,0.077535602,3
0,1,1,0,-61.02992125,685.5084244,-622.0405524,-0.09884931,-0.023455406,0.122304716,4
1,0,0,1,751.5654063,69.45366088,-24.26993438,-0.24586358,0.114300881,0.131562698,3
0,1,1,0,-65.99704414,144.5869738,-76.24718338,-0.446438015,-0.042111211,0.488549226,4
0,1,1,0,43.88707535,-742.7836409,701.5471262,0.037620449,0.017465493,-0.055085942,4
1,0,0,1,-863.3736547,-60.13170695,7.279662439,0.126310051,0.103408981,-0.229719032,3
0,1,1,0,-50.44497371,-207.5752448,260.3547258,-0.508045556,-0.039746257,0.547791814,4
0,1,1,0,-28.50188018,-488.7017237,519.465181,-0.47559283,-0.030680853,0.506273683,4
1,0,0,1,-689.9679863,-11.74701427,-32.23896127,-0.187490551,0.516222352,-0.328731801,3
0,0,0,0,20.81291576,66.27171332,-90.11042836,-0.481165721,0.585863455,-0.104697734,5
0,0,0,0,-60.79549812,29.49627861,27.95826133,0.219979768,-0.580296983,0.360317215,5
0,1,1,1,354.5020504,-877.5489222,525.1226576,-0.026532041,-0.015320096,0.041852137,0
0,1,1,0,55.61577952,-507.1196062,454.13305,0.254104792,0.0340414,-0.288146192,4
1,0,1,1,-614.4900387,-232.1301573,-46.53263346,-0.042604625,0.377180905,-0.33457628,2
1,0,0,1,759.5365735,21.46572964,26.54489834,0.138609025,-0.466370916,0.327761891,3
1,1,1,1,655.6528628,-841.0344101,185.3792839,-0.010597889,-0.030189922,0.040787811,1
1,0,1,1,655.5197293,-845.8013965,-26.93264549,-0.009929965,-0.066522694,0.076452659,2
1,1,1,1,844.540124,-195.8030821,-648.7355386,0.029982413,-0.040948396,0.010965984,1
1,1,1,1,176.3396958,661.2749871,-837.6161267,0.040674949,-0.010110894,-0.030564055,1
0,1,1,0,55.45585853,-360.5967721,307.9111603,0.393510173,0.035434271,-0.428944445,4
0,1,1,1,179.8403711,-211.2286885,33.52483412,0.040451106,-0.533872036,0.49342093,0
0,0,0,0,-68.8173518,46.29534831,19.65115699,0.018813178,-0.521695877,0.502882699,5
1,1,1,1,636.7236533,-849.151606,212.4256908,-0.011880933,-0.029243333,0.041124266,1
0,0,0,0,48.94249299,-18.78763703,-33.32898937,0.356073276,0.250864627,-0.606937902,5
1,1,1,1,-563.4079969,263.159618,300.8488525,0.06768797,0.010934321,-0.078622292,1
0,1,1,0,6.449882294,-736.1504298,732.1263614,-0.306223377,-0.010265225,0.316488602,4
1,0,1,1,627.755278,-857.8985857,-29.310923,-0.011858614,-0.048990458,0.060849072,2
1,1,1,1,854.4641533,-284.8595205,9.69503615,0.026940921,-0.332787145,0.305846223,1
1,0,1,1,864.7748978,-543.9937063,6.459426045,0.014930297,-0.263335187,0.24840489,2
0,1,1,1,-334.5416285,-539.8557318,876.4046804,-0.042190351,0.017695988,0.024494363,0
0,1,1,1,191.5752099,-222.6869432,33.24872883,0.040249913,-0.53469896,0.494449046,0
0,0,0,0,-57.43332497,90.62440548,-36.19168683,-0.48404383,-0.075386734,0.559430565,5
1,0,0,1,-451.9833866,-67.78528972,41.86646566,0.354551836,-0.37945114,0.024899304,3
0,1,1,0,42.9299267,-723.6088518,683.2254482,0.020923499,0.018284505,-0.039208003,4
0,1,1,1,885.5469758,-428.5157886,-454.8895459,0.020481101,-0.04242443,0.021943329,0
1,1,1,1,603.0273651,257.5079321,-860.5357633,0.040857316,-0.030121656,-0.01073566,1
1,0,0,1,-823.9112184,-32.74392669,-18.87928904,-0.075200775,0.392920064,-0.317719289,3
0,1,1,0,49.86886453,-189.6151483,142.5560929,0.462804722,0.042914701,-0.505719424,4
0,1,1,0,23.07664312,417.5622901,-438.0222025,0.487425692,0.034127592,-0.521553284,4
1,0,1,1,865.6857416,-364.5510659,19.68550469,0.023770065,-0.318887191,0.295117126,2
0,0,0,0,30.56300041,56.96949115,-90.68049928,-0.401359861,0.616573755,-0.215213894,5
0,1,1,0,-26.40074548,767.6747323,-738.632972,0.252834093,0.005716792,-0.258550885,4
0,1,1,1,-403.2031876,883.0438563,-477.8051815,0.024365948,0.017827131,-0.042193079,0
1,1,1,1,835.8314628,-168.5730025,-667.2571221,0.030910139,-0.040583076,0.009672937,1
1,1,1,1,-682.7635596,826.8345775,-144.0732816,0.008599665,0.031642298,-0.040241963,1
1,0,0,1,-475.398209,-68.39273391,40.99124471,0.349847667,-0.364425794,0.014578127,3
1,0,0,1,-90.4131665,41.95602364,-49.81533252,-0.370101653,0.587073484,-0.216971831,3
0,1,1,1,-854.3318862,235.1149476,621.2356726,-0.028496594,0.041420121,-0.012923528,0
0,0,0,0,-3.559461557,-23.68235964,24.04718373,0.586716371,-0.352148516,-0.234567855,5
0,0,0,0,19.02581056,67.92046954,-89.97149786,-0.493005723,0.578875432,-0.085869709,5
1,0,0,1,-366.6744678,-65.13695826,44.59906697,0.368233662,-0.42899693,0.060763268,3
1,0,0,1,629.7266879,70.69556047,-33.81981015,-0.307323943,0.25005157,0.057272374,3
0,0,0,0,-23.35826359,-12.36321018,32.52069006,0.531665211,-0.481704297,-0.049960914,5
0,1,1,1,-148.1063146,-679.3202696,829.5097641,-0.040313481,0.008873097,0.031440383,0
0,1,1,1,-235.4489731,855.9630341,-618.4760293,0.030881863,0.009663431,-0.040545294,0
0,0,0,0,-67.90191694,44.11441317,20.56759148,0.074150282,-0.543087711,0.468937428,5
0,0,0,0,-58.65445358,89.86707907,-34.21265514,-0.47185037,-0.094145706,0.565996076,5
1,0,1,1,30.35308328,-780.741686,-55.70307403,-0.036814717,0.224630473,-0.187815756,2
1,0,0,1,-823.2636234,-65.65890626,15.6634502,0.186547811,-0.000777184,-0.185770627,3
0,0,0,0,-15.88740764,93.58457886,-81.08077445,-0.616801245,0.377785919,0.239015326,5
0,0,0,0,9.492015795,-29.34559572,16.78325625,0.591602203,-0.24819979,-0.343402413,5
0,0,0,0,14.31802887,76.34609042,-93.92757257,-0.517381809,0.566368127,-0.048986318,5
0,1,1,1,-235.3298632,855.8506728,-618.40291,0.030891166,0.009656003,-0.04054717,0
