decile3,decile1,lsat,ugpa,fam_inc,parttime,male,race1,tier,pass_bar
6,6,38.0,3.2,2,0,0,4,4,1
8,8,31.0,3.5,3,0,0,4,2,1
10,10,47.0,3.2,4,0,0,4,4,1
1,4,47.0,3.0,4,0,1,4,5,1
8,8,45.0,3.8,3,0,1,4,6,1
3,4,36.0,3.2,2,0,1,4,5,1
6,7,42.0,2.6,4,0,1,4,4,1
9,10,34.0,3.4,4,0,1,4,2,1
6,7,39.0,3.3,4,1,1,4,4,1
10,8,37.0,3.7,1,0,1,4,4,1
10,10,38.0,3.1,3,0,0,4,3,1
4,6,45.0,2.9,4,0,1,4,5,1
3,1,38.0,3.7,3,0,1,4,5,1
10,10,40.0,3.3,5,0,1,4,4,1
7,6,38.0,3.9,4,0,0,4,4,1
9,9,41.0,3.2,4,0,1,4,6,1
7,9,43.0,2.8,5,0,1,4,4,1
5,5,37.5,3.4,3,0,0,4,5,1
9,10,36.0,3.6,4,0,1,4,5,1
8,6,38.0,2.9,3,0,1,4,4,1
2,4,44.0,3.0,3,0,1,4,4,1
5,5,38.0,3.1,3,0,0,4,4,1
3,3,39.0,3.8,4,0,1,0,4,1
5,7,38.0,2.7,3,0,1,1,4,1
7,6,44.0,2.9,3,0,1,4,4,1
9,9,40.0,3.1,3,0,1,4,4,1
4,3,38.0,3.2,3,0,1,4,3,1
9,10,47.0,3.5,2,0,0,4,5,1
3,6,34.0,3.4,3,0,0,4,2,1
7,9,35.0,3.8,2,0,1,4,4,1
6,6,37.0,3.4,3,0,0,4,3,1
3,3,26.0,3.5,5,0,0,4,2,0
2,4,38.0,3.6,3,0,1,4,5,1
9,8,35.5,2.7,4,0,1,4,3,1
9,8,40.0,3.7,4,0,0,4,1,1
9,8,45.0,2.8,3,0,1,4,3,1
1,2,32.0,2.5,4,0,0,3,3,1
10,9,38.0,2.9,4,0,0,4,5,1
9,9,45.0,3.1,4,0,1,4,5,1
7,7,35.0,2.8,4,0,1,4,2,1
5,6,47.0,3.3,3,0,0,2,5,1
10,7,31.0,3.3,4,0,0,4,4,1
5,5,39.0,2.9,4,0,1,4,6,1
8,8,34.0,3.5,4,0,0,4,4,1
7,4,39.0,3.7,3,0,1,4,5,1
9,9,42.0,3.9,4,0,1,4,4,1
6,5,41.0,3.5,3,0,0,4,4,1
8,9,23.0,2.2,5,0,1,2,1,1
6,6,37.0,3.4,4,0,1,4,6,1
2,4,45.0,3.9,4,0,1,4,5,1
4,3,40.0,3.9,4,0,1,2,5,1
3,4,33.0,2.7,1,0,1,0,3,1
3,2,33.0,3.3,2,0,0,4,3,1
7,7,39.0,3.2,3,1,0,4,5,1
2,4,21.0,2.9,1,0,1,4,4,1
10,10,47.0,3.9,2,1,0,4,3,1
2,2,28.0,3.1,3,0,1,1,3,1
1,1,36.0,2.9,3,0,0,4,3,1
3,2,33.0,3.2,5,0,1,4,4,1
8,9,37.0,3.8,3,1,1,4,3,1
1,1,34.0,3.3,3,0,0,4,3,1
7,7,38.0,3.4,4,0,0,4,4,1
6,5,40.0,3.5,4,0,1,4,3,1
8,9,38.0,3.5,5,0,1,4,3,1
10,10,41.0,3.7,4,0,0,4,6,1
7,7,34.0,2.8,4,0,1,4,3,1
4,4,41.0,3.9,3,0,1,4,6,1
1,1,23.0,2.7,3,0,1,1,3,0
7,7,36.0,3.2,3,0,1,4,3,1
5,9,39.0,3.1,4,0,1,4,4,1
5,7,33.0,3.0,4,0,1,4,3,1
2,3,33.5,2.6,2,0,0,3,3,0
10,10,41.0,2.7,3,0,0,4,3,1
9,9,38.0,3.4,4,0,1,4,4,1
6,6,47.0,3.5,5,0,0,4,5,1
4,2,20.0,3.0,3,0,1,4,4,1
9,7,43.0,3.6,4,1,1,0,4,1
3,3,32.0,2.7,5,0,0,4,3,1
3,3,39.0,2.6,4,0,1,4,4,1
4,5,37.0,3.6,3,0,1,2,5,1
3,6,32.0,2.8,3,0,0,1,4,1
2,2,39.0,3.6,3,0,1,2,6,1
8,7,38.0,3.7,4,1,0,4,4,1
9,10,40.0,3.0,2,1,0,4,6,1
1,5,34.0,2.8,4,0,1,4,3,1
9,10,37.0,3.6,3,0,1,4,3,1
6,7,46.0,3.5,4,0,1,4,5,1
8,8,34.0,3.5,2,0,0,4,4,1
3,4,38.5,2.8,5,0,1,4,3,1
10,10,41.0,3.5,3,0,1,4,4,1
4,4,30.5,2.6,4,0,0,4,4,1
5,7,42.0,3.6,4,0,1,4,3,1
7,9,33.5,3.5,3,0,1,4,3,1
9,9,39.0,2.8,3,0,1,4,3,1
1,4,21.0,3.4,3,0,1,2,3,0
5,7,43.0,3.7,5,0,1,4,5,1
10,10,41.0,3.7,3,0,0,4,3,1
4,5,24.0,2.6,3,0,1,1,1,1
10,10,40.0,3.3,5,0,0,4,3,1
4,3,45.0,3.8,3,0,1,4,6,1
1,4,33.5,3.0,4,0,1,4,5,1
4,5,38.5,3.1,3,0,1,4,3,1
9,10,30.5,2.8,2,0,1,4,2,1
10,10,37.0,3.6,4,1,0,4,5,1
5,4,33.0,2.2,3,0,0,4,3,1
10,8,25.5,3.7,3,0,1,4,3,1
1,1,35.0,3.1,3,0,0,4,4,0
8,9,35.0,3.2,2,0,1,4,3,1
2,3,27.0,2.9,2,0,1,1,1,1
4,7,37.0,2.9,3,0,1,4,3,1
1,1,34.0,3.2,1,0,1,2,5,1
8,8,42.0,3.3,4,0,1,4,4,1
3,1,32.5,3.5,3,0,0,1,5,1
1,1,23.0,2.7,3,0,1,1,4,1
8,9,36.0,3.1,5,0,0,4,3,1
7,7,37.0,3.6,4,0,1,4,4,1
4,6,36.0,3.4,3,1,1,4,5,1
8,8,29.0,3.5,3,0,1,4,3,1
3,3,32.0,2.9,1,0,1,4,2,1
8,9,38.0,3.6,4,0,1,4,3,1
3,2,32.0,3.5,4,0,1,4,3,1
6,9,30.5,3.8,3,0,0,4,3,1
1,2,29.0,3.4,4,0,1,4,2,0
8,8,34.5,3.3,5,0,1,4,3,1
9,9,41.0,3.2,3,0,0,4,5,1
1,5,36.0,3.7,4,0,1,4,5,1
6,5,34.0,2.9,3,1,0,4,3,1
5,5,35.0,3.6,4,0,1,4,3,1
10,9,39.0,3.4,4,0,0,4,5,1
9,10,45.0,3.5,3,1,1,4,5,1
8,6,48.0,3.2,4,0,1,4,5,1
4,3,20.0,3.3,1,1,0,3,2,1
4,3,38.0,3.3,5,0,0,4,4,1
2,5,39.0,3.8,3,0,0,4,4,1
2,4,36.0,3.9,3,0,0,4,4,1
2,2,32.0,2.1,3,0,0,1,4,1
4,3,42.0,2.9,3,0,1,4,3,1
6,5,38.0,2.8,4,0,1,4,4,1
2,2,18.0,2.8,1,0,0,1,3,1
8,6,32.0,3.4,3,0,0,4,3,1
10,9,38.0,3.0,4,0,0,4,3,1
9,8,37.0,3.3,4,0,1,4,3,1
2,5,34.0,3.0,2,1,0,4,3,1
6,10,40.0,2.4,4,0,0,4,3,1
7,6,36.0,3.4,4,0,1,4,4,1
1,1,42.0,3.4,4,0,1,4,5,1
5,4,41.0,3.7,4,0,0,0,5,1
4,4,27.0,3.6,3,0,1,1,3,1
1,1,39.0,3.7,3,0,0,4,4,1
9,8,46.0,3.2,3,0,1,4,6,1
8,8,45.0,2.7,5,0,1,4,3,1
3,4,33.0,3.7,3,0,0,4,4,1
1,1,38.0,3.1,3,0,0,4,4,1
1,2,27.0,3.9,2,0,0,4,4,1
6,6,48.0,3.0,3,0,1,4,4,1
2,2,32.0,3.5,5,0,0,3,4,1
10,10,36.0,2.7,3,0,0,4,3,1
1,2,29.0,2.6,4,0,0,1,5,0
1,1,34.0,3.0,3,1,1,4,5,0
7,8,36.0,3.1,3,0,0,4,5,1
9,8,37.0,3.2,3,0,0,4,4,1
10,9,42.0,3.1,3,0,1,4,4,1
4,4,45.0,3.8,4,0,1,4,5,1
7,7,36.0,3.4,3,0,1,4,3,1
1,1,44.0,3.1,3,0,0,3,6,1
9,9,43.0,3.3,3,0,0,4,5,1
4,3,40.0,2.6,3,0,1,4,4,1
8,6,39.0,3.1,3,0,0,4,3,1
3,6,36.0,2.7,5,0,1,4,4,1
5,5,34.0,3.2,3,0,1,4,3,1
4,4,20.0,2.8,1,0,0,1,1,0
6,7,48.0,3.3,4,0,1,4,5,1
10,10,35.0,3.9,3,0,0,4,3,1
6,8,33.0,3.1,4,0,0,4,3,1
10,10,47.0,3.0,4,0,0,4,3,1
9,7,45.0,3.8,4,0,0,4,5,1
7,6,36.0,3.7,4,0,1,4,3,1
8,8,42.0,2.7,3,1,0,4,3,1
9,10,35.0,3.8,3,1,0,4,3,1
6,6,34.5,2.9,4,0,1,4,4,1
10,10,39.0,3.8,4,0,1,4,5,1
6,6,33.0,3.8,3,0,1,4,4,1
1,1,46.0,3.5,5,0,1,4,6,1
8,9,37.0,3.3,4,0,1,4,3,1
7,8,37.0,3.4,3,0,1,4,4,1
7,8,32.0,3.4,4,0,0,4,4,1
7,9,37.0,3.3,2,1,0,4,2,1
10,10,34.0,3.4,2,0,0,4,5,1
7,5,38.0,3.5,4,0,1,4,5,1
5,3,39.0,3.6,4,0,0,4,4,1
9,10,44.0,3.5,4,0,1,4,5,1
7,8,42.0,3.0,5,0,0,4,4,1
10,10,33.0,3.5,2,0,1,4,5,1
4,7,41.0,2.9,4,0,1,4,3,1
7,7,36.0,3.1,4,0,1,4,3,1
6,4,37.0,3.2,2,0,0,4,1,1
3,2,40.0,3.2,3,0,1,4,3,1
3,4,41.0,3.5,3,0,1,4,5,1
3,3,40.0,3.5,5,0,0,4,5,1
9,8,34.0,3.1,3,0,1,4,3,1
4,4,38.0,3.3,4,0,1,4,4,1
10,9,38.0,3.8,4,0,1,4,3,1
10,10,40.0,3.4,4,0,0,4,6,1
6,8,34.0,3.8,3,0,0,4,4,1
9,8,42.0,3.6,4,0,0,4,4,1
5,8,30.0,2.9,3,0,1,4,2,1
5,4,37.0,2.7,4,0,0,4,3,1
9,8,44.0,3.7,4,0,0,4,5,1
3,5,37.0,3.0,3,0,0,4,4,1
10,10,40.0,3.2,2,0,0,4,4,1
10,10,38.0,2.6,4,1,1,4,5,1
6,2,29.0,2.3,4,0,0,1,1,1
7,6,36.5,3.6,5,0,1,4,3,1
9,5,44.0,3.6,4,0,1,3,6,1
9,9,42.0,3.2,3,0,1,4,3,1
10,9,41.0,2.1,3,1,1,4,3,1
2,2,29.0,2.8,4,0,1,1,3,1
8,6,44.0,3.6,4,0,1,0,5,1
10,10,40.0,2.8,3,0,1,4,4,1
7,9,46.0,3.7,5,0,1,4,5,1
2,2,31.0,2.9,4,0,1,4,4,1
10,4,35.0,3.0,3,1,0,4,3,1
2,3,34.0,2.9,2,0,1,4,3,1
6,5,47.0,3.7,4,0,1,4,5,1
2,2,36.0,3.6,3,0,0,4,4,1
3,4,34.0,3.4,4,0,0,4,5,1
2,4,34.0,3.3,4,0,1,4,3,1
4,4,33.5,2.7,3,0,1,2,3,1
2,3,40.0,3.6,4,0,1,4,4,1
3,3,40.0,3.2,5,0,0,4,4,1
6,5,34.0,3.4,3,0,1,4,5,1
8,7,37.0,3.0,5,0,1,4,3,1
6,5,39.0,3.0,5,0,0,4,3,1
7,5,28.0,2.6,4,0,1,4,2,1
2,2,32.0,3.5,3,0,0,4,3,1
3,4,34.0,3.7,4,0,0,4,3,1
9,10,46.0,3.6,4,0,0,4,5,1
8,8,44.0,3.1,3,0,1,4,5,1
3,4,34.0,3.1,3,0,0,4,3,1
6,7,34.5,3.1,4,0,0,2,5,1
6,3,46.0,3.7,4,0,0,4,6,1
2,1,32.0,3.4,3,0,0,2,4,1
10,10,25.5,2.8,3,0,0,4,1,1
10,10,45.0,3.1,4,0,0,4,2,1
5,5,37.0,3.3,5,0,0,4,6,1
3,4,36.0,3.2,5,0,1,4,5,1
4,3,35.0,3.0,4,0,1,4,3,1
4,3,39.0,2.9,3,0,1,4,6,1
8,7,42.0,3.1,5,0,1,4,4,1
5,2,44.0,3.7,4,0,1,4,6,1
2,3,45.0,3.3,4,0,0,4,4,1
10,10,29.5,3.6,3,0,0,4,3,1
2,2,42.0,3.7,3,0,1,2,6,1
8,5,32.5,3.1,4,0,0,4,5,1
10,9,41.0,3.5,5,0,0,4,5,1
8,6,32.0,3.8,3,0,0,4,3,1
9,7,36.0,3.6,4,0,0,4,5,1
9,9,42.0,2.5,2,0,1,4,3,1
7,6,42.0,2.9,3,0,1,4,5,1
10,10,30.0,3.5,3,0,1,4,3,1
6,6,41.0,2.4,4,0,1,4,3,0
2,4,41.0,3.3,2,0,1,4,3,1
5,4,38.0,2.9,3,0,0,4,4,1
4,6,31.0,2.5,4,0,0,4,3,1
1,1,37.0,3.2,2,0,1,2,3,1
5,6,30.0,3.4,4,0,1,4,3,1
4,4,31.5,3.3,3,0,1,2,3,1
8,8,46.0,2.6,3,0,0,4,5,1
2,1,40.0,3.1,3,0,0,3,3,1
2,3,39.0,3.2,3,0,1,4,4,1
8,8,34.0,3.5,4,0,1,4,3,1
3,5,39.0,3.2,4,0,1,4,4,1
7,10,30.0,3.1,4,0,1,2,3,1
7,7,38.0,2.5,3,1,1,4,3,1
2,5,29.0,3.5,2,0,1,0,4,1
4,5,43.0,3.4,5,0,0,0,6,1
7,9,34.0,3.5,4,0,1,4,3,1
9,9,35.5,2.3,3,1,1,4,5,1
8,8,42.0,3.4,5,0,1,4,4,1
3,3,33.0,3.0,3,0,1,4,2,1
8,8,37.0,3.5,4,0,1,4,4,1
1,1,25.5,3.0,4,0,1,1,4,1
2,1,34.0,3.3,1,0,1,2,5,1
1,2,35.0,2.8,3,0,1,4,3,0
5,5,39.0,3.0,3,0,1,4,4,1
1,2,34.0,2.8,5,0,1,2,3,1
3,3,33.0,3.5,3,0,0,4,2,1
2,3,39.0,3.4,5,0,1,4,3,1
8,9,40.0,1.9,4,0,1,4,2,1
4,7,27.5,2.4,4,0,1,2,3,1
5,5,38.0,3.0,2,0,1,4,3,1
6,7,37.0,3.1,2,0,0,4,4,1
8,10,30.7,3.0,4,0,1,4,3,1
1,1,41.0,2.3,5,0,1,4,4,1
6,6,33.0,3.9,3,0,0,4,3,1
6,3,38.0,3.6,4,0,0,4,4,1
4,4,39.0,3.1,4,0,1,4,4,1
10,10,44.0,3.7,5,0,1,4,5,1
7,9,23.0,2.8,3,0,1,1,1,1
9,10,40.0,3.6,4,0,0,4,4,1
4,5,44.0,3.1,4,0,1,4,4,1
9,9,38.0,3.2,4,0,0,4,5,1
1,4,40.0,3.7,4,0,1,4,5,1
10,10,40.0,3.4,4,0,0,4,3,1
8,10,34.0,3.0,4,0,1,4,3,1
10,10,39.0,2.7,4,0,1,4,3,1
2,3,35.0,2.8,1,0,0,4,2,1
3,10,33.0,2.6,3,1,1,4,4,0
3,6,33.0,2.4,4,0,1,4,2,1
8,8,40.0,3.8,2,0,0,4,4,1
6,7,41.0,3.8,5,0,0,4,5,1
5,6,38.0,2.9,3,0,0,4,3,1
6,7,36.0,2.7,4,0,1,4,3,1
1,3,38.0,3.2,2,0,0,4,3,1
8,10,43.0,3.8,4,0,1,4,6,1
4,4,46.0,3.5,4,0,1,4,5,1
2,1,26.5,3.0,4,0,0,1,4,1
10,9,44.0,2.9,3,0,1,4,3,1
7,2,34.0,2.9,3,1,1,4,3,1
2,2,25.0,2.5,4,0,0,1,3,1
10,10,36.0,3.5,3,0,0,4,4,1
9,9,39.0,3.2,4,0,1,4,5,1
4,5,37.0,3.2,4,0,1,4,5,1
10,9,44.0,3.8,4,0,1,4,5,1
6,7,32.5,3.4,3,0,1,4,4,1
2,1,36.5,3.0,3,0,0,0,3,1
10,9,41.0,3.9,4,0,0,4,6,1
5,10,32.0,3.6,3,0,1,4,4,1
1,1,27.0,3.7,4,0,1,4,2,1
2,3,35.0,2.8,3,0,0,1,4,1
3,3,43.0,3.2,4,0,1,0,4,1
3,4,36.0,3.3,3,0,1,4,4,1
10,8,38.0,3.4,2,0,1,4,3,1
3,3,33.0,3.4,3,1,1,4,4,1
3,3,34.0,2.8,4,0,0,0,5,0
3,3,46.0,3.5,4,0,1,4,6,1
9,8,41.0,3.5,3,0,0,4,4,1
4,3,37.0,3.0,4,0,1,4,3,1
6,5,37.0,3.5,4,0,0,4,4,1
7,4,33.0,3.0,3,1,1,4,4,1
5,7,29.0,3.3,5,0,1,4,3,1
3,2,34.0,2.4,3,0,0,2,3,1
1,2,37.0,2.4,4,0,1,4,3,0
2,2,41.0,2.8,3,0,0,1,5,1
9,8,37.0,2.8,3,0,1,4,3,1
7,6,35.0,3.1,4,0,0,4,3,1
5,7,27.0,3.1,3,0,0,4,2,1
3,4,22.0,3.6,4,0,1,4,3,1
9,8,44.0,2.7,5,0,1,4,6,1
6,5,40.0,3.9,2,0,0,4,5,1
2,3,38.0,3.9,2,0,0,4,5,1
6,8,37.0,3.0,3,0,1,4,3,1
3,4,36.5,2.5,3,0,0,4,3,1
7,10,29.0,3.3,3,0,1,4,2,1
6,6,41.0,3.6,4,0,0,4,5,1
8,6,43.0,3.7,4,0,1,4,5,1
8,7,35.0,3.6,2,1,1,4,4,1
8,8,36.0,3.3,3,0,0,4,4,1
4,6,47.0,3.8,4,0,0,4,6,1
1,1,29.0,3.5,3,0,0,1,6,1
4,8,40.0,2.9,2,0,1,4,2,1
4,3,36.0,3.0,3,0,1,4,3,1
6,8,31.0,3.6,3,0,0,1,3,1
4,3,37.0,3.1,2,0,0,4,4,1
9,9,40.0,3.7,3,0,0,4,4,1
5,2,38.0,3.5,3,0,0,4,4,1
6,7,32.0,3.6,5,0,1,4,3,1
9,10,36.0,2.1,3,1,1,4,3,1
9,8,30.5,3.7,3,0,1,4,4,1
5,4,34.0,3.9,3,0,1,4,4,1
6,7,24.5,3.7,3,1,1,4,3,1
3,3,34.0,3.1,3,0,0,3,3,1
1,5,34.0,2.9,1,1,1,4,4,1
4,3,38.0,2.8,4,1,0,4,4,1
6,3,44.0,3.2,4,0,1,4,4,1
7,8,34.0,3.2,3,0,1,4,5,1
10,10,34.3,3.2,3,0,1,4,3,1
2,2,35.0,2.7,4,0,1,4,5,1
1,1,25.0,3.5,3,0,0,1,4,1
6,6,40.0,2.4,3,0,1,4,3,1
1,1,29.0,3.3,4,1,1,4,3,1
5,6,46.0,3.9,5,0,0,4,5,1
8,8,42.0,2.3,3,0,1,4,3,1
8,4,32.0,3.1,4,0,1,4,3,1
9,10,39.0,2.8,5,0,0,4,3,1
7,7,40.0,2.8,4,0,1,4,3,1
5,5,35.0,2.7,3,0,1,1,3,1
5,6,48.0,3.3,3,0,0,4,6,1
4,6,41.0,2.7,4,0,0,4,3,1
7,7,34.0,3.4,3,0,1,3,3,1
8,8,31.5,3.2,3,0,0,4,3,1
5,5,26.0,2.6,3,1,0,4,2,1
2,2,41.0,3.6,4,0,1,4,4,1
8,6,30.0,3.8,4,0,0,4,3,1
3,4,44.0,3.1,2,0,1,4,4,1
1,4,32.0,3.0,3,0,0,4,3,1
6,5,40.0,2.4,4,0,0,4,3,1
1,2,41.0,3.6,3,0,0,4,5,1
2,2,36.0,3.4,3,0,0,4,4,1
5,3,29.5,3.0,4,0,1,4,5,1
5,4,38.0,3.4,4,0,0,4,3,1
10,10,44.0,2.1,5,0,1,4,3,1
4,1,33.0,3.1,5,0,0,1,5,1
6,7,41.0,3.9,4,0,0,4,6,1
6,4,38.0,2.6,4,0,0,4,5,1
1,2,32.5,2.5,3,0,0,1,3,0
9,9,48.0,3.2,4,0,1,4,5,1
10,10,38.0,3.0,4,0,1,4,4,1
8,9,30.5,3.4,3,0,1,4,2,1
5,4,47.0,3.9,4,0,0,4,6,1
7,1,29.0,2.5,3,0,1,0,2,1
7,7,36.0,3.3,4,0,1,4,5,1
6,8,36.0,3.5,4,0,0,4,5,1
7,6,36.0,3.4,3,0,1,4,2,1
10,9,39.0,3.7,3,0,1,3,5,1
6,6,42.0,3.4,4,0,0,4,4,1
1,3,36.0,3.4,4,0,1,4,4,1
4,4,42.0,3.4,4,0,0,4,6,1
7,5,42.0,3.5,4,0,0,4,5,1
3,7,33.0,3.2,4,0,0,4,3,1
8,9,42.0,3.6,4,0,0,4,4,1
7,7,42.0,3.1,3,0,1,4,4,1
9,9,44.0,3.4,3,0,0,4,5,1
7,7,39.0,3.5,3,1,0,4,3,1
6,4,37.0,3.0,2,0,1,4,3,1
1,3,25.0,2.9,4,0,0,1,1,1
7,8,32.5,3.6,2,0,0,4,4,1
5,5,37.0,3.1,3,0,0,4,4,1
2,4,32.5,2.5,4,1,1,4,3,1
7,7,36.0,3.9,3,0,1,4,6,1
1,1,34.0,2.8,3,0,0,1,3,0
3,3,34.0,3.1,4,0,1,4,3,1
5,3,42.0,3.7,3,0,0,1,5,1
8,7,37.0,3.5,3,0,0,4,3,1
8,7,29.0,3.4,3,0,0,4,4,1
1,3,34.0,3.5,4,0,0,4,4,1
5,6,39.0,2.6,4,0,1,2,4,1
1,1,34.0,2.8,2,0,1,4,2,1
8,5,32.0,3.8,4,0,0,4,4,1
8,6,39.0,3.6,5,0,0,4,4,1
1,4,37.0,3.3,4,0,1,4,6,1
9,8,32.0,2.8,3,1,0,4,3,1
5,5,32.0,3.0,2,0,0,4,3,1
2,3,38.0,3.2,5,0,1,4,3,1
6,4,28.0,2.8,3,0,1,2,1,0
6,7,32.0,3.6,4,0,0,4,3,1
5,6,32.0,3.3,4,1,1,4,5,1
4,2,36.0,2.4,5,0,1,4,2,1
5,7,32.5,2.5,3,1,1,4,3,1
5,8,34.0,3.6,4,0,0,4,3,1
1,1,39.0,3.2,3,0,1,4,4,1
10,10,32.0,3.9,3,0,0,4,4,1
2,3,26.0,3.3,3,1,1,0,5,0
8,8,43.0,3.7,3,0,1,4,4,1
6,8,38.0,2.8,4,0,1,4,3,1
2,2,34.0,3.4,3,0,0,4,5,1
10,9,44.0,3.2,5,0,1,4,5,1
4,4,37.0,2.3,1,0,1,1,4,1
1,1,34.0,2.3,3,0,0,1,4,0
7,7,41.0,3.0,4,0,1,4,3,1
9,1,34.0,3.6,1,1,1,4,4,1
2,3,35.0,2.8,2,0,1,2,5,1
9,9,36.0,3.6,3,0,0,0,3,1
1,2,26.0,3.6,3,0,1,2,4,1
8,7,37.0,3.6,4,0,0,4,3,1
5,3,44.0,3.2,5,0,1,4,5,1
1,2,27.0,2.8,3,0,0,1,1,1
3,5,38.0,3.3,4,0,1,4,5,1
1,2,37.0,3.8,3,0,1,0,5,1
2,1,37.0,3.9,4,0,1,4,6,1
4,5,42.0,3.6,4,0,1,4,4,1
7,7,30.3,2.7,4,0,0,4,2,1
9,8,38.0,3.1,5,0,1,4,3,1
1,2,41.0,2.8,3,0,1,4,4,1
10,10,34.0,3.0,3,1,1,4,2,1
10,9,33.0,3.1,4,0,1,4,2,1
9,9,35.0,3.6,3,0,0,4,4,1
6,5,43.0,3.8,4,0,1,4,6,1
9,9,40.0,3.2,4,0,1,4,3,1
7,5,44.0,3.2,4,0,0,4,5,1
7,5,33.0,3.0,4,0,0,4,2,1
1,1,21.0,2.3,2,0,1,1,3,0
9,9,37.0,3.8,2,0,0,4,3,1
3,3,37.0,3.6,3,0,0,4,6,1
7,8,39.0,3.3,4,0,1,4,3,1
6,5,37.0,3.6,3,0,0,4,3,1
7,9,39.0,3.5,4,0,1,4,5,1
3,3,30.5,2.8,4,0,1,4,4,1
10,10,40.0,3.3,4,0,0,4,3,1
3,3,35.5,3.3,4,0,1,4,4,1
7,6,41.0,3.5,3,0,1,4,4,1
9,10,37.0,3.3,4,0,0,3,3,1
10,10,39.0,3.3,3,0,1,4,3,1
2,2,31.0,3.5,3,0,0,4,4,1
5,4,40.0,3.7,1,0,1,4,6,1
7,10,30.0,3.6,4,1,1,4,4,1
8,8,32.5,2.7,3,0,1,4,2,1
1,3,31.0,3.1,2,0,1,4,2,1
2,2,33.5,3.1,4,0,0,4,5,1
7,8,34.0,2.9,4,0,1,4,2,1
1,1,39.0,3.6,4,0,0,4,5,1
8,9,34.0,3.5,4,0,0,4,3,1
9,10,35.0,3.2,2,0,1,3,4,1
8,7,32.0,2.9,3,0,1,4,2,1
5,6,34.5,3.6,3,0,0,4,4,1
2,2,29.0,3.3,4,0,1,4,3,1
10,10,35.0,3.6,4,0,1,4,4,1
5,7,35.0,3.2,3,1,1,4,4,1
7,8,30.5,3.6,4,0,0,4,4,1
10,8,33.0,3.4,3,0,1,4,3,1
6,3,40.0,3.7,4,0,0,4,5,1
8,7,34.0,2.2,3,1,0,4,3,1
5,4,34.5,3.3,4,0,0,4,3,1
9,9,38.0,3.2,4,0,1,4,6,1
3,5,33.5,3.0,4,0,1,4,4,1
2,4,35.0,2.6,3,0,1,4,2,1
9,10,41.0,3.1,1,0,1,4,2,1
8,7,42.0,3.9,3,0,1,4,4,1
1,1,25.0,2.3,1,0,1,1,4,1
2,4,36.0,3.0,4,0,0,4,3,1
4,7,39.0,3.9,3,0,1,4,4,1
4,5,30.0,3.5,3,1,0,4,4,1
8,8,33.0,3.1,4,0,1,0,5,1
8,6,36.0,3.7,2,0,0,4,3,1
3,8,34.0,2.9,4,0,1,4,3,1
6,7,33.0,3.8,4,0,1,4,4,1
9,8,36.5,3.0,4,0,0,4,3,1
4,5,40.0,2.5,4,1,1,4,3,1
6,3,40.0,3.2,4,0,1,4,4,1
9,6,30.0,2.9,4,0,1,4,2,1
1,1,23.0,3.0,3,0,0,1,4,1
2,4,47.0,3.1,4,0,1,4,4,1
1,2,29.0,2.9,2,0,0,1,4,0
3,1,29.5,2.7,4,0,1,0,3,1
7,6,38.0,3.5,4,0,0,4,4,1
3,7,41.0,2.8,3,1,0,2,5,1
8,9,36.0,3.9,3,0,0,4,4,1
8,5,37.0,3.7,1,0,1,4,3,1
8,9,44.0,3.6,3,0,0,4,5,1
6,5,33.0,3.8,4,0,1,4,4,1
2,4,42.0,3.0,4,0,1,4,5,1
5,6,37.0,3.6,4,0,1,4,5,1
8,8,37.0,3.2,3,0,1,4,5,1
9,10,34.5,3.9,3,0,0,4,4,1
5,3,37.0,3.5,3,0,1,4,4,1
7,4,44.0,3.2,3,0,1,4,4,1
1,1,45.0,3.3,3,0,1,4,4,1
1,2,34.5,2.6,4,0,1,2,4,1
6,8,35.0,2.6,4,0,1,4,2,1
3,4,31.5,3.1,3,0,0,0,3,1
6,4,29.5,3.4,3,0,1,4,2,1
5,4,35.5,2.3,3,0,1,4,2,0
3,3,41.0,3.0,4,0,1,4,5,1
9,10,46.0,3.5,2,0,0,4,5,1
9,10,43.0,2.6,3,0,1,4,4,1
4,3,40.0,3.5,3,0,0,4,5,1
8,8,33.0,3.7,4,0,0,4,3,1
10,10,35.0,3.3,4,0,0,4,4,1
6,5,39.0,3.1,5,0,1,4,5,1
3,2,39.0,3.7,4,0,0,4,6,1
1,2,37.0,3.6,3,0,1,0,4,1
2,3,37.0,2.9,4,1,1,4,3,1
5,4,30.5,3.4,4,0,1,4,2,1
9,9,38.0,2.7,4,0,1,4,3,1
4,3,26.0,3.3,3,0,0,4,3,1
7,7,41.0,3.5,3,0,0,4,6,1
4,4,38.0,3.0,5,0,1,4,3,1
7,6,32.5,3.9,4,0,1,4,5,1
7,9,42.0,3.6,2,0,0,4,5,1
10,10,42.0,2.6,4,0,1,4,3,1
9,8,40.0,3.7,3,0,1,4,4,1
5,1,33.0,3.2,3,0,0,4,4,1
5,7,41.0,3.9,4,0,0,4,5,1
2,4,35.0,2.9,3,0,1,2,3,1
3,3,38.0,3.0,4,0,1,4,4,1
4,5,37.0,3.5,2,0,0,4,2,1
3,3,45.0,3.3,4,0,1,4,4,1
5,6,38.0,3.1,2,0,0,4,3,1
8,9,40.0,3.4,2,0,1,4,4,1
4,7,31.5,3.0,2,0,1,4,3,1
3,6,37.0,2.8,4,1,1,4,5,0
