Tipster,Track,Horse,Bet Type,Odds,TipsterActive,Result
21,69,9701,1,9.0,False,1
8,69,6757,1,3.75,True,1
15,75,15287,1,11.0,True,1
0,17,14863,1,2.0,True,1
16,72,7138,1,6.0,False,1
25,13,2549,1,3.0,True,0
17,66,11425,0,15.0,True,0
3,37,7158,1,4.33,False,1
22,36,8694,1,2.0,True,1
4,47,12184,0,10.0,False,1
8,47,4591,1,2.62,True,1
0,60,8522,0,13.0,True,0
29,111,2136,0,7.5,False,1
28,13,12679,1,9.0,True,0
5,16,2918,1,3.25,False,0
9,42,14217,1,3.5,False,1
28,48,2988,1,15.0,True,0
1,60,1905,1,11.0,True,1
14,47,7860,1,21.0,True,0
1,42,6800,1,1.4,True,1
14,48,6308,1,5.5,True,1
22,48,10868,1,8.5,True,0
18,67,4471,1,3.5,False,0
3,89,9537,1,3.25,False,0
5,72,1633,1,6.5,False,0
11,81,4845,0,12.0,True,0
24,10,2316,1,10.0,True,0
14,24,7162,0,21.0,True,1
30,96,4962,0,17.0,False,0
8,36,3374,1,9.0,True,0
22,59,6270,1,3.25,True,1
21,54,257,0,21.0,False,1
3,47,2686,1,5.0,False,1
28,12,14755,1,17.0,True,0
28,111,13000,1,15.0,True,0
27,24,12001,1,41.0,False,0
17,94,8839,0,15.0,True,0
27,101,4853,1,3.5,False,1
3,62,5132,1,3.25,False,1
24,26,12248,1,8.0,True,0
17,17,10778,0,8.5,True,0
3,74,9390,1,6.5,False,1
14,42,12367,1,7.0,True,1
22,54,6495,1,3.75,True,1
20,7,2480,1,5.9,True,0
29,54,14105,1,4.5,False,1
4,12,10492,0,13.0,False,0
6,82,4329,0,21.0,True,1
25,82,6634,0,29.0,True,0
21,10,7325,1,5.0,False,1
17,89,15588,1,1.5,True,1
14,24,10272,1,8.0,True,0
29,86,4698,1,5.0,False,0
13,92,10418,1,2.0,True,1
28,82,7225,1,10.0,True,1
29,62,14571,0,26.0,False,1
14,111,5001,1,8.0,True,1
26,59,10299,1,12.0,True,1
8,54,10383,1,3.25,True,0
22,16,14709,1,8.0,True,0
7,17,1184,0,11.0,True,1
1,14,10572,1,13.0,True,0
25,59,12345,1,5.5,True,1
29,4,12886,0,21.0,False,1
27,16,1951,1,4.5,False,0
30,41,5297,1,2.75,False,1
28,74,14269,1,17.0,True,0
8,62,8383,1,5.0,True,0
16,107,3168,1,9.0,False,1
24,26,15406,1,8.0,True,0
21,112,10279,1,11.0,False,0
8,69,6190,1,6.0,True,1
7,96,6304,0,17.0,True,0
24,35,4389,1,13.0,True,0
1,0,14090,1,12.2,True,0
8,94,7933,1,2.75,True,1
13,8,5485,0,17.0,True,1
7,54,11831,0,26.0,True,1
30,62,11978,1,4.5,False,1
7,54,13131,1,21.0,True,0
12,85,12013,1,11.0,False,0
5,62,1660,1,10.0,False,0
29,4,8567,0,13.0,False,1
9,86,6027,1,3.75,False,0
13,111,7793,0,11.0,True,1
16,24,5795,1,17.0,False,0
0,42,12216,1,3.25,True,1
8,10,5775,1,8.0,True,1
17,77,11626,1,4.5,True,1
13,62,4952,1,26.0,True,0
8,14,5745,1,3.5,True,1
16,2,15449,1,3.5,False,1
4,37,1161,0,13.0,False,1
28,19,12302,0,21.0,True,1
28,34,7375,1,6.5,True,0
22,16,1745,1,2.63,True,0
1,54,13828,1,6.5,True,1
29,11,14769,1,6.5,False,0
1,48,3066,1,8.0,True,1
0,5,2082,0,4.5,True,1
12,80,8577,1,13.0,False,1
28,26,15738,1,7.0,True,1
29,10,10079,0,8.0,False,0
24,17,13542,1,9.0,True,1
22,33,4421,1,4.5,True,1
28,57,1574,1,17.0,True,0
4,17,957,0,10.0,False,0
8,114,234,1,5.5,True,0
1,86,10382,1,8.0,True,1
3,54,3144,1,4.33,False,1
3,92,12785,1,3.0,False,1
0,39,4552,1,2.38,True,1
1,86,3169,1,6.5,True,0
1,104,15676,1,21.0,True,0
0,62,13393,1,2.2,True,1
3,65,13320,1,4.5,False,1
16,18,14127,1,8.0,False,1
17,36,1201,1,2.0,True,0
22,89,15509,1,5.0,True,0
27,92,5375,1,10.0,False,0
8,33,7587,1,3.5,True,1
3,86,5814,1,3.5,False,0
3,114,12921,1,1.83,False,1
3,51,15052,1,2.75,False,1
3,62,4805,1,7.0,False,1
17,75,6949,0,10.0,True,1
7,48,6271,0,15.0,True,0
0,42,1841,1,2.5,True,0
3,72,14293,1,6.5,False,1
14,114,11353,0,17.0,True,1
22,54,1008,1,2.1,True,0
5,60,773,1,2.1,False,0
0,111,15446,1,3.5,True,0
30,111,8241,1,4.0,False,1
8,93,12197,1,4.0,True,1
8,62,14139,1,3.75,True,1
22,104,8429,1,2.75,True,0
19,111,13511,1,10.0,True,1
8,42,6564,1,4.5,True,1
14,47,1306,1,10.0,True,1
14,69,1750,1,5.5,True,1
7,26,4683,0,29.0,True,1
4,2,6043,0,8.0,False,1
18,72,3392,0,8.0,False,1
22,12,10818,1,3.2,True,1
28,92,15283,1,7.0,True,0
8,16,3114,1,4.0,True,1
19,16,5043,1,41.0,True,0
24,48,2100,1,12.0,True,1
16,7,2076,1,15.0,False,0
14,17,8534,0,29.0,True,0
17,39,8872,0,14.0,True,0
29,49,8119,1,9.0,False,0
7,80,13523,0,17.0,True,0
4,63,9940,1,2.38,False,1
21,85,15561,1,5.5,False,1
2,96,10704,1,6.0,True,1
9,4,8725,0,8.5,False,1
28,86,12077,1,11.0,True,0
22,34,9663,1,3.5,True,1
21,110,7616,1,9.0,False,1
1,71,1764,0,126.0,True,0
22,69,1123,1,4.5,True,1
30,2,4864,1,6.0,False,0
8,111,10154,1,4.5,True,1
14,86,12275,0,13.0,True,1
14,14,15307,0,34.0,True,0
16,92,6169,1,15.0,False,0
4,54,4159,0,26.0,False,1
5,109,7569,0,13.0,False,0
30,73,1635,0,8.5,False,1
24,114,11447,1,29.0,True,0
17,89,14944,1,3.75,True,1
8,54,2989,1,3.5,True,1
21,42,10124,1,8.5,False,1
22,72,7173,0,6.0,True,1
3,2,5321,1,7.5,False,0
3,2,10885,1,10.0,False,0
28,112,887,1,15.0,True,1
13,33,6223,0,8.0,True,1
8,39,475,1,4.0,True,1
3,54,7341,1,5.0,False,1
8,59,3922,1,10.0,True,0
27,24,12949,1,8.0,False,1
30,16,13024,1,5.0,False,0
24,33,14588,1,8.0,True,1
4,62,4398,0,29.0,False,1
0,17,9242,0,15.0,True,1
27,96,8894,1,51.0,False,0
28,14,10613,1,17.0,True,1
0,74,5449,1,5.5,True,1
24,15,11621,1,8.0,True,0
8,59,12193,1,4.33,True,1
8,72,15434,1,4.5,True,0
21,12,10685,0,11.0,False,0
7,0,10393,0,34.0,True,1
29,48,5564,1,4.33,False,0
28,86,198,1,13.0,True,1
8,114,1828,1,3.0,True,0
23,114,14449,1,8.0,True,0
3,110,1076,1,1.62,False,1
8,54,10092,1,5.0,True,1
1,26,15092,1,6.5,True,1
0,92,1898,1,4.0,True,1
29,42,4550,0,17.0,False,0
28,111,14859,1,4.33,True,1
9,17,12771,1,4.5,False,0
8,111,646,1,6.5,True,0
8,104,8249,1,2.5,True,0
2,7,6343,1,3.75,True,0
0,92,9907,0,8.0,True,1
29,59,11515,1,4.0,False,1
4,33,1327,0,13.0,False,1
0,54,3892,0,4.0,True,1
7,111,4587,0,11.0,True,0
8,86,3261,1,2.5,True,1
0,2,3142,0,12.0,True,0
22,111,10146,0,6.0,True,1
28,42,12518,1,15.0,True,0
7,92,454,0,21.0,True,1
4,104,1749,0,11.0,False,1
14,18,13508,1,9.0,True,0
7,92,97,0,17.0,True,0
22,80,4827,0,13.0,True,1
7,26,3701,0,15.0,True,0
28,60,15112,1,9.0,True,1
7,16,5466,0,11.0,True,0
4,16,6863,1,2.37,False,1
9,85,76,1,3.5,False,1
21,109,14230,1,3.75,False,1
17,114,9991,0,8.0,True,1
23,80,3115,1,13.0,True,0
25,74,12350,1,12.0,True,0
8,47,1123,1,4.0,True,1
8,69,8745,1,4.5,True,1
6,48,7886,1,13.0,True,1
19,63,10341,1,8.0,True,1
1,36,7194,1,3.75,True,1
9,106,14112,1,6.0,False,1
4,114,670,0,17.0,False,1
28,96,7077,1,8.0,True,0
8,41,7820,1,3.75,True,1
8,26,10201,1,4.5,True,0
24,114,1886,1,7.0,True,0
21,59,2145,1,3.5,False,1
28,16,296,1,9.0,True,1
16,76,12996,1,7.0,False,1
28,76,2251,1,9.0,True,0
8,2,7883,1,9.0,True,1
21,111,4107,1,8.0,False,1
8,48,6912,1,7.0,True,1
7,16,14759,0,15.0,True,0
19,113,13804,1,11.0,True,0
4,111,2296,0,10.0,False,0
7,54,10463,0,11.0,True,0
27,114,155,1,8.0,False,1
4,92,4866,0,11.0,False,0
28,53,434,1,5.5,True,0
8,75,13259,1,3.75,True,1
7,92,3485,0,8.0,True,0
8,2,2319,1,9.0,True,1
14,2,10533,1,8.0,True,0
14,25,462,0,26.0,True,1
8,7,6967,1,9.0,True,0
16,74,929,1,8.0,False,1
21,111,12301,1,4.33,False,0
22,51,731,1,3.0,True,1
22,95,8108,1,2.5,True,1
14,18,8825,0,9.0,True,0
3,109,13043,1,1.8,False,1
17,17,9233,1,3.0,True,1
22,69,12974,1,3.5,True,1
7,62,9310,0,21.0,True,1
22,26,8459,1,3.5,True,1
8,26,6442,1,3.0,True,1
3,4,6637,1,3.5,False,1
1,16,2762,1,6.0,True,0
30,111,10146,1,5.0,False,1
1,48,1311,1,15.0,True,0
6,47,12789,1,14.8,True,0
8,72,410,1,4.5,True,0
1,111,10677,0,21.0,True,1
17,75,5390,0,15.0,True,1
3,54,7708,1,5.5,False,0
8,80,8344,1,5.0,True,1
3,92,13327,1,3.5,False,1
1,74,11014,1,4.0,True,0
13,54,12884,1,10.0,True,0
8,69,10398,1,5.5,True,0
20,10,449,1,11.5,True,1
5,28,7050,1,2.5,False,1
3,83,10173,1,1.8,False,1
8,104,13569,1,4.5,True,0
4,114,8725,0,21.0,False,1
6,62,11306,1,7.0,True,1
2,110,1376,0,34.0,True,1
4,2,5864,0,17.0,False,0
21,4,6642,1,5.0,False,0
28,83,1292,1,6.0,True,1
22,86,5620,1,1.44,True,1
5,48,6737,1,2.25,False,1
7,18,15387,1,8.0,True,0
12,69,7560,1,7.0,False,0
9,76,11622,1,3.0,False,0
14,111,3150,0,41.0,True,0
6,92,7401,1,8.0,True,0
21,42,14730,1,6.0,False,0
19,72,13538,1,21.0,True,0
7,92,8847,0,21.0,True,0
2,92,10613,0,8.5,True,0
29,47,12461,1,7.0,False,0
22,81,6188,1,2.63,True,1
17,104,2987,1,5.0,True,0
21,92,6535,1,7.5,False,1
14,54,14539,1,13.0,True,1
28,110,6226,1,9.0,True,0
17,17,12770,0,9.0,True,1
4,12,2516,0,12.0,False,1
21,42,14389,0,17.0,False,1
5,72,14993,1,3.5,False,1
28,62,11232,1,6.0,True,0
13,111,10670,0,4.5,True,1
1,26,43,1,4.5,True,0
15,86,14642,1,6.5,True,0
29,79,5837,0,9.0,False,1
23,7,12693,1,6.5,True,0
29,95,7658,1,4.5,False,0
3,26,14019,1,3.5,False,0
6,39,15544,1,5.0,True,1
16,37,13421,1,13.0,False,0
8,39,9559,1,3.25,True,1
8,73,10194,1,3.0,True,1
28,54,2961,1,17.0,True,0
28,92,1702,1,6.0,True,0
10,66,2261,1,3.25,False,1
14,64,13324,0,21.0,True,0
8,74,12828,1,4.0,True,1
13,62,12885,1,9.5,True,1
24,2,6696,1,24.0,True,0
28,34,7873,1,10.0,True,1
4,101,12777,0,10.0,False,1
16,65,2867,1,11.0,False,0
22,110,6476,1,2.75,True,1
22,10,14555,1,3.75,True,1
7,111,2304,0,19.0,True,1
21,18,9304,1,10.0,False,1
4,42,1806,1,1.95,False,0
1,16,1951,1,5.0,True,1
8,112,6184,1,8.0,True,1
4,24,13536,0,15.0,False,1
12,14,12590,1,4.33,False,1
0,62,11100,0,6.0,True,1
6,111,1014,0,15.0,True,0
20,42,11287,1,6.6,True,0
22,54,5840,1,9.0,True,0
12,69,11350,1,8.0,False,1
23,114,9991,1,9.0,True,1
16,16,5393,1,4.0,False,0
1,62,11234,1,7.5,True,0
22,59,11422,1,5.0,True,1
24,24,13097,1,15.0,True,0
28,53,1225,1,13.0,True,0
20,74,4811,1,5.4,True,1
8,54,7901,1,11.0,True,1
28,101,9759,1,9.0,True,1
11,114,10001,0,17.0,True,0
26,113,10939,1,9.0,True,0
28,51,7700,1,7.0,True,0
24,17,5301,1,13.0,True,0
3,16,10846,1,2.75,False,0
16,81,11623,1,2.25,False,1
25,69,11236,0,9.0,True,1
16,36,14887,1,3.0,False,1
4,92,759,0,19.0,False,0
14,42,14173,1,4.0,True,1
3,85,12264,1,4.5,False,0
18,26,9605,1,5.5,False,1
0,81,9338,0,17.0,True,1
3,95,12528,1,4.0,False,1
8,80,810,1,4.0,True,0
7,41,1056,1,5.5,True,0
22,54,14756,1,3.5,True,0
22,62,14603,1,13.0,True,1
0,81,9340,1,4.5,True,1
21,72,9361,1,5.5,False,1
7,92,10536,1,8.0,True,1
14,1,4508,1,4.0,True,0
22,54,7901,0,11.0,True,0
8,18,8045,1,7.0,True,1
5,62,9085,1,7.0,False,1
30,114,7385,1,3.5,False,1
22,42,4872,1,5.0,True,0
1,2,13577,1,29.0,True,0
4,62,13855,0,17.0,False,1
3,82,7765,1,5.0,False,0
28,42,6962,1,17.0,True,0
1,72,3362,1,4.5,True,1
22,19,6680,0,9.0,True,0
28,92,4555,1,6.0,True,1
3,12,364,1,3.5,False,1
12,62,12885,1,9.0,False,1
22,93,12295,1,4.0,True,0
0,106,2432,1,2.2,True,0
5,17,12332,1,6.0,False,1
1,48,3394,1,13.0,True,0
3,42,7356,1,2.25,False,0
3,92,13993,1,8.0,False,0
16,16,4605,1,8.0,False,1
5,66,1331,1,5.5,False,0
29,16,5392,1,3.75,False,1
24,48,13241,1,12.0,True,1
14,42,1733,1,15.0,True,0
7,54,10254,0,26.0,True,1
3,92,11996,1,7.0,False,0
4,86,8909,0,11.0,False,0
28,76,8190,1,15.0,True,0
3,104,709,1,3.0,False,1
16,112,3323,1,15.0,False,0
3,0,3659,1,2.0,False,1
8,73,2602,1,5.0,True,1
8,10,13575,1,7.5,True,0
28,62,10442,1,15.0,True,0
12,73,6233,1,9.73,False,1
4,77,1770,0,4.6,False,1
12,77,11847,1,5.5,False,1
7,111,11106,0,9.0,True,0
20,94,13238,1,6.2,True,0
24,17,14694,1,17.0,True,0
8,72,6799,1,2.75,True,0
7,86,2812,0,19.0,True,0
28,62,5978,1,9.0,True,0
2,47,4227,1,17.0,True,0
14,14,3001,1,5.0,True,0
14,62,230,1,5.5,True,1
12,85,9300,1,26.0,False,0
21,59,4498,1,6.5,False,0
4,66,2980,0,11.0,False,1
3,65,1213,1,3.5,False,1
1,30,4477,1,8.5,True,0
19,82,14309,1,34.0,True,0
8,35,14341,1,2.62,True,1
28,14,4912,1,4.0,True,0
22,49,2647,1,5.0,True,1
16,71,14312,1,6.0,False,1
7,47,3151,0,26.0,True,0
3,59,14071,1,3.0,False,0
1,60,6797,1,4.0,True,1
8,65,14452,1,5.0,True,0
28,71,1300,1,13.0,True,0
4,54,6839,0,34.0,False,0
1,111,14643,0,17.0,True,1
30,70,4389,1,8.0,False,1
8,111,12194,1,6.5,True,0
22,93,12368,1,5.5,True,0
8,86,6129,1,10.0,True,0
16,62,2762,1,6.0,False,1
7,92,100,0,15.5,True,1
0,85,16,1,2.62,True,1
14,54,6387,1,6.0,True,0
3,47,5227,1,8.5,False,0
20,19,5386,1,4.9,True,0
30,17,14071,1,5.0,False,0
25,4,14900,1,34.0,True,0
3,47,12907,1,7.5,False,1
8,4,7933,1,3.75,True,0
22,85,12500,1,3.0,True,0
4,86,4230,0,15.0,False,0
4,2,10814,0,13.0,False,1
29,92,468,1,7.0,False,0
28,104,4103,1,7.0,True,1
3,54,12692,1,4.0,False,1
29,110,8366,1,6.0,False,0
8,79,15006,1,2.75,True,1
30,1,4508,1,2.75,False,1
1,54,12570,1,4.5,True,0
22,7,1088,1,3.25,True,1
24,114,1091,1,8.0,True,0
3,2,5511,1,8.0,False,0
12,107,2892,1,15.0,False,0
7,26,9007,0,17.0,True,0
29,18,7827,1,5.5,False,1
8,62,7906,1,5.0,True,1
22,16,13105,1,2.75,True,1
13,62,464,1,5.0,True,1
0,104,12503,1,5.0,True,1
12,72,6445,1,15.0,False,1
3,92,8673,1,3.0,False,1
3,48,10985,1,3.25,False,1
16,62,15362,1,5.5,False,0
1,2,7224,1,29.0,True,0
7,16,14742,1,9.0,True,1
3,75,6289,1,2.25,False,1
0,17,10,1,3.25,True,0
7,111,14427,1,13.0,True,0
22,14,6128,1,3.0,True,0
17,77,1373,1,4.0,True,1
1,12,8695,1,5.0,True,0
8,64,8072,1,4.5,True,1
0,74,7899,0,13.0,True,0
12,114,162,1,17.0,False,0
11,0,6228,0,29.0,True,1
15,59,9514,1,3.75,True,0
4,111,7029,0,67.0,False,0
22,82,3132,1,2.38,True,0
0,74,10997,1,7.0,True,0
29,79,1359,1,4.5,False,0
1,71,8849,1,7.5,True,0
8,69,2232,1,4.33,True,1
19,42,10225,1,21.0,True,0
28,51,12386,1,15.0,True,0
1,26,2706,1,9.0,True,0
1,72,15504,1,3.0,True,0
28,11,1142,1,11.0,True,0
21,6,5765,1,3.0,False,1
19,2,13175,1,15.0,True,0
28,76,6439,1,6.5,True,0
12,2,11070,1,21.0,False,0
3,42,15283,1,2.5,False,1
8,101,2502,1,4.5,True,1
25,41,11406,1,6.0,True,0
21,60,2395,0,17.0,False,0
10,34,11484,0,6.0,False,0
22,19,2038,0,11.0,True,1
9,92,12077,1,4.5,False,0
9,30,1694,1,4.0,False,1
22,85,498,1,2.0,True,1
7,109,1601,0,26.0,True,0
20,114,11595,1,4.5,True,1
28,47,10132,1,7.0,True,1
28,4,5146,1,13.0,True,0
4,4,9771,0,13.0,False,1
16,111,14599,1,15.0,False,1
7,92,8263,0,23.0,True,0
8,62,1785,1,2.68,True,0
4,42,246,0,12.0,False,0
3,54,991,1,3.5,False,1
12,36,14344,1,9.0,False,1
17,34,14936,1,4.33,True,1
27,11,1782,1,7.0,False,1
0,72,303,1,4.5,True,1
3,66,1496,1,11.0,False,1
16,24,4588,0,13.0,False,1
3,54,5476,1,3.0,False,1
8,24,15476,1,1.57,True,1
14,0,3883,1,10.0,True,0
3,104,7303,1,3.5,False,1
3,54,4356,1,2.25,False,1
27,54,12600,1,7.0,False,1
28,60,7888,1,5.5,True,1
16,92,9932,1,4.0,False,0
25,82,11764,1,17.0,True,1
8,65,10215,1,4.5,True,0
7,17,12396,0,26.0,True,1
29,19,12300,1,4.0,False,1
3,107,8207,1,6.5,False,0
28,12,12379,1,13.0,True,1
28,17,4102,1,9.0,True,0
28,76,5206,1,15.0,True,0
14,67,14425,0,9.0,True,1
12,110,740,1,4.5,False,1
28,74,4510,1,8.0,True,1
8,74,3750,1,4.0,True,0
1,51,12593,1,78.0,True,0
9,109,14507,1,3.5,False,0
1,48,15406,1,7.0,True,1
25,104,5729,1,5.5,True,0
17,53,490,1,3.0,True,1
3,62,5110,1,6.5,False,0
1,26,8554,1,17.0,True,0
19,26,275,1,13.0,True,0
7,6,1267,0,41.0,True,0
8,89,11932,1,2.5,True,1
3,42,10587,1,2.63,False,1
12,10,4846,1,7.0,False,0
16,39,12099,1,4.5,False,0
8,89,8832,1,5.0,True,0
4,73,1629,0,14.0,False,1
1,74,10798,1,11.0,True,1
1,92,7133,1,4.5,True,1
10,14,7738,0,8.0,False,1
6,51,6087,0,11.0,True,0
3,111,6711,1,5.5,False,0
2,62,12045,0,8.0,True,1
8,62,2728,1,4.0,True,1
27,89,64,1,3.5,False,1
20,84,9383,1,6.8,True,1
19,62,11584,1,15.0,True,1
14,0,251,1,34.0,True,0
28,16,10912,1,15.0,True,0
24,26,10173,1,7.0,True,0
3,110,13823,1,2.38,False,1
4,95,2367,0,13.0,False,1
30,114,7568,0,4.5,False,1
20,73,11008,1,6.4,True,0
2,72,5078,1,1.8,True,1
22,54,2844,1,2.4,True,1
28,54,15077,1,15.0,True,1
8,54,190,1,3.5,True,1
24,86,8725,1,17.0,True,0
16,84,13302,1,5.0,False,0
14,14,14534,1,6.5,True,0
16,83,3472,0,13.0,False,1
8,77,13947,1,3.0,True,1
1,62,14721,1,6.0,True,0
28,104,13092,1,15.0,True,0
8,113,5100,1,6.0,True,0
30,76,13743,1,4.0,False,0
28,111,7923,1,7.0,True,0
17,77,8462,1,7.0,True,1
24,73,4824,1,6.5,True,0
12,72,11437,1,9.0,False,0
4,111,7403,0,26.0,False,0
3,85,5243,1,6.5,False,1
22,45,5715,1,3.25,True,0
23,2,11195,0,29.0,True,1
8,71,5454,1,2.75,True,1
16,110,9668,1,10.0,False,0
28,112,10637,1,9.0,True,0
8,54,6904,1,6.0,True,0
14,54,12834,1,7.5,True,0
8,42,15558,1,7.0,True,0
4,85,7919,1,4.0,False,1
28,99,6971,1,12.0,True,0
7,96,8174,0,9.0,True,1
28,65,3875,1,5.5,True,0
5,111,11099,0,19.0,False,1
13,85,13519,0,10.0,True,0
21,54,679,1,7.0,False,1
3,18,4818,1,3.0,False,0
7,111,4415,1,4.0,True,0
21,11,7103,1,4.5,False,1
8,59,12911,1,5.0,True,1
3,36,8806,1,3.5,False,1
8,92,14835,1,3.5,True,0
8,48,4280,1,5.5,True,1
20,42,11557,1,8.6,True,0
21,74,730,0,21.0,False,0
22,10,1872,1,2.38,True,0
14,92,6499,1,8.0,True,0
4,42,10930,0,15.0,False,0
22,62,10900,0,13.0,True,1
17,66,8439,0,8.0,True,0
8,111,10432,1,5.5,True,0
22,66,4729,0,6.0,True,1
3,11,4959,1,7.0,False,1
0,10,5599,1,4.0,True,0
16,42,5670,1,9.0,False,0
7,48,4993,0,19.0,True,1
7,47,6673,1,17.0,True,0
22,19,12634,1,4.0,True,1
8,81,1410,1,3.0,True,1
17,53,3266,1,4.0,True,0
28,54,8794,1,11.0,True,0
14,54,6702,1,8.0,True,1
3,2,11948,1,6.0,False,0
8,65,8924,1,8.0,True,0
21,77,14924,1,7.0,False,1
21,33,13326,0,15.0,False,1
28,41,1196,1,8.0,True,1
30,107,5181,0,7.0,False,1
14,47,12121,1,6.5,True,0
17,75,6791,1,2.5,True,1
22,42,2540,1,4.0,True,1
4,110,12544,1,3.75,False,0
14,2,4319,0,9.0,True,1
16,82,9979,1,6.0,False,1
6,106,12141,1,9.0,True,1
20,48,7539,1,4.6,True,0
3,76,13678,1,5.0,False,0
28,54,2158,1,7.0,True,0
30,107,5788,1,5.0,False,1
24,48,12055,1,9.0,True,0
7,48,12553,0,10.0,True,1
4,54,2578,0,17.0,False,1
12,69,11674,1,15.0,False,0
0,5,9278,1,2.5,True,1
28,54,11768,0,21.0,True,1
4,86,2809,1,5.0,False,0
9,114,2952,1,5.0,False,1
4,111,1369,1,4.5,False,0
15,11,6492,1,6.5,True,1
8,89,13473,1,4.5,True,0
22,54,1388,0,10.0,True,1
3,33,13930,1,9.0,False,1
30,10,2994,0,11.0,False,1
18,26,14251,1,4.0,False,0
14,54,13253,0,19.0,True,1
12,4,1100,1,6.5,False,0
0,24,3367,0,4.5,True,1
28,110,4085,1,9.0,True,0
8,92,10848,1,3.25,True,0
8,74,6053,1,5.0,True,1
27,10,7360,1,7.0,False,1
12,94,8046,1,11.2,False,0
26,85,7445,1,5.9,True,0
22,54,10225,1,4.33,True,1
21,4,525,0,13.0,False,0
3,69,10398,1,6.0,False,0
21,107,5779,1,5.0,False,1
21,12,9504,1,9.0,False,0
27,16,5634,1,3.75,False,1
17,107,10832,1,1.83,True,0
1,72,7930,1,4.5,True,1
3,86,15068,1,3.5,False,1
29,26,14526,1,6.0,False,1
1,11,1714,1,4.5,True,1
6,14,6563,1,9.0,True,0
0,30,11360,0,5.5,True,1
8,69,10398,1,3.75,True,0
3,74,1293,1,7.0,False,0
7,92,3158,0,15.0,True,1
15,77,6253,1,4.0,True,0
13,12,7176,1,1.91,True,0
1,80,5785,1,15.0,True,0
12,73,5895,1,17.0,False,0
27,92,15276,1,12.0,False,0
3,42,6844,1,6.5,False,0
1,26,11152,1,7.0,True,0
4,19,10710,1,15.0,False,0
7,0,12795,1,7.0,True,1
24,17,11927,1,21.0,True,0
3,14,8529,1,2.38,False,1
8,54,12396,1,8.0,True,0
7,12,2286,0,8.0,True,1
1,35,3460,1,4.0,True,0
21,89,1238,0,15.0,False,0
24,114,1856,1,11.0,True,1
4,92,1881,0,26.0,False,1
27,41,8531,1,17.0,False,0
8,59,3992,1,3.5,True,1
8,111,13736,1,3.75,True,1
14,111,4981,1,6.5,True,1
24,54,10504,1,9.0,True,0
29,42,5443,0,15.0,False,1
22,62,2132,1,3.5,True,1
19,109,10354,1,10.0,True,1
18,17,1850,0,34.0,False,1
28,24,11713,1,9.0,True,0
28,69,8650,1,8.0,True,1
22,16,5346,1,3.75,True,0
27,111,6656,1,81.0,False,0
23,74,14559,1,10.0,True,0
8,113,8466,1,2.75,True,0
23,76,2263,0,13.0,True,0
1,19,3394,1,5.0,True,1
16,54,12421,1,4.0,False,1
13,48,12917,0,4.5,True,1
21,42,14704,1,4.5,False,0
0,17,15598,1,4.0,True,1
14,73,9843,0,34.0,True,0
27,7,3241,1,41.0,False,0
16,54,3225,1,10.0,False,1
3,47,2118,1,5.5,False,1
3,51,743,1,2.62,False,1
28,73,579,1,10.0,True,0
8,65,15680,1,6.0,True,0
21,24,10807,0,15.0,False,1
12,16,11069,1,17.0,False,1
8,48,9486,1,3.5,True,0
1,41,5314,1,7.5,True,0
12,83,11579,1,6.0,False,0
28,94,9738,1,17.0,True,0
3,11,12932,1,2.0,False,0
14,12,1758,1,5.5,True,0
22,16,10097,1,4.5,True,0
7,92,13458,0,21.0,True,1
16,35,1770,1,6.5,False,1
22,74,7023,1,5.0,True,1
29,14,218,1,5.0,False,0
19,34,14354,1,23.0,True,0
4,65,1355,1,3.75,False,1
6,73,454,1,21.0,True,0
24,24,10927,1,15.0,True,0
28,110,8825,1,10.0,True,1
2,33,15425,1,10.0,True,0
21,95,12432,0,26.0,False,0
29,19,10414,0,10.0,False,0
19,37,10241,0,67.0,True,0
7,16,15630,0,26.0,True,1
1,11,11249,1,4.5,True,0
3,54,6249,1,4.5,False,0
19,110,14102,1,13.0,True,0
28,48,6362,1,7.0,True,0
22,34,2598,0,8.0,True,1
4,54,9552,0,11.0,False,1
7,92,11291,1,7.0,True,1
27,96,1369,1,11.0,False,0
22,93,14210,1,3.0,True,0
8,42,10754,1,4.5,True,1
7,111,9870,0,15.0,True,0
23,114,12510,1,12.0,True,0
14,25,14535,0,11.0,True,1
17,104,933,0,15.0,True,1
17,94,4250,1,5.5,True,1
1,92,7543,1,3.0,True,0
21,106,3586,1,9.0,False,0
4,0,5454,0,51.0,False,1
8,83,7514,1,6.0,True,0
8,111,5395,1,4.0,True,0
0,34,15233,0,9.0,True,1
16,74,9509,1,4.0,False,0
9,110,12893,1,4.5,False,0
7,83,1091,0,23.0,True,1
3,17,7125,1,5.5,False,0
16,60,12747,1,5.0,False,0
1,114,8843,1,2.5,True,0
25,96,6223,0,11.0,True,1
14,43,11362,1,26.0,True,0
22,54,4433,0,7.0,True,1
14,26,15308,1,8.0,True,1
17,26,15462,1,1.83,True,1
16,111,12531,1,4.33,False,0
0,35,14341,1,2.62,True,1
21,86,10206,1,5.5,False,0
23,110,3330,1,6.0,True,1
19,114,15010,1,7.0,True,0
14,70,78,0,41.0,True,1
23,33,13212,1,5.0,True,0
8,53,6829,1,9.0,True,0
15,18,1613,1,2.88,True,1
4,42,10347,1,3.5,False,0
9,26,11310,0,17.0,False,1
30,75,8443,1,2.2,False,1
8,12,8036,1,4.0,True,1
