age,education_fill_1,proof_submitted,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none
46,2,0,425268,850272,0,0,0
39,2,0,663108,811320,22,2,0
48,2,3,589188,824388,0,0,0
33,2,0,803784,1011744,0,0,0
25,2,0,580188,933312,0,0,0
38,1,0,544188,668016,0,0,0
34,1,0,642936,747600,0,0,0
44,1,3,630936,871752,0,0,0
29,1,0,642636,830184,2,0,0
40,2,0,401808,855984,0,0,0
31,2,0,550188,760800,4,2,0
40,2,1,704556,803196,2,0,0
26,2,0,590436,925464,0,0,0
45,2,3,573516,875292,0,0,0
49,2,0,537252,773364,0,0,0
26,1,0,550188,921600,0,0,0
39,1,0,746364,928896,4,2,0
26,1,0,952632,1106016,0,0,0
35,1,0,482400,858264,0,0,0
39,2,3,666156,818964,0,0,0
32,2,0,743364,974256,0,0,0
26,2,0,825876,1341456,0,0,0
37,2,0,653508,868692,0,0,0
28,1,0,672708,763752,2,2,0
23,1,0,651108,814476,0,0,0
41,1,0,608436,774180,0,0,0
36,2,0,873804,1133760,0,0,0
27,1,0,675108,897540,0,0,0
49,2,0,672156,1227600,0,0,0
43,2,0,629736,770016,8,5,0
35,2,0,716556,876420,36,4,1
32,2,1,624036,756636,0,0,0
25,2,0,459300,835452,0,0,0
31,1,0,627636,806796,0,0,0
44,2,0,734556,887580,13,9,0
43,2,0,534588,748656,4,3,0
32,2,0,574188,830136,6,5,1
25,2,0,885804,1336332,0,0,0
43,2,0,731364,838128,3,3,0
40,2,0,484728,617592,6,3,0
38,2,0,639108,871644,2,2,0
42,2,0,796584,932112,0,0,0
29,2,0,342348,685932,2,2,0
29,1,0,544668,733200,2,2,0
47,1,0,762384,926196,0,0,0
26,2,0,686820,1108884,0,0,0
40,2,3,490728,818964,0,0,0
41,1,0,649956,822000,0,0,0
34,2,0,352368,760800,0,0,0
47,2,1,808584,1184124,2,2,0
28,2,0,727836,857712,3,0,0
36,2,3,648156,859620,0,0,0
33,2,1,657756,897132,2,2,0
49,2,0,746556,1022088,23,3,0
48,1,0,681000,815868,3,0,0
47,1,0,867804,1053600,2,0,0
43,2,0,727356,922116,12,5,0
25,1,0,651636,828972,0,0,0
44,1,0,514728,786072,0,0,0
38,1,0,354348,854952,0,0,0
36,2,0,800400,1027140,0,0,0
35,2,0,639636,826800,0,0,0
24,1,0,696156,1121784,0,0,0
24,1,0,651636,959532,0,0,0
39,1,0,603636,904644,2,0,0
36,2,0,885804,1267800,2,2,0
26,1,0,358128,972240,0,0,0
50,1,0,346572,842040,2,0,0
32,2,0,630936,858000,0,0,0
24,1,0,754188,1209840,0,0,0
32,2,0,873804,1302000,0,0,0
49,1,0,555396,722040,0,0,0
40,1,0,641508,834540,9,3,0
28,1,0,856380,1020000,0,0,0
35,1,0,772584,864000,4,3,0
25,2,0,553740,787788,0,0,0
44,1,0,669108,797784,2,0,0
46,2,0,618936,711576,14,8,0
31,2,0,560988,780120,9,2,0
42,1,0,663108,845496,3,2,0
26,1,0,622560,776112,6,3,0
29,1,1,571740,859344,0,0,0
34,1,0,691908,834000,0,0,0
37,2,0,648156,975528,0,0,0
34,2,0,562188,793416,5,2,0
24,1,0,641700,771840,0,0,0
38,1,0,517080,777600,2,2,0
41,1,1,873804,1422612,0,0,0
31,1,1,668556,908400,2,2,0
48,1,0,484728,642864,4,2,0
46,1,0,542808,789480,4,3,0
39,2,1,626148,832512,2,2,0
33,2,0,513528,650340,2,2,0
33,2,0,638436,823872,5,4,0
33,1,0,725364,857124,0,0,0
35,2,0,615636,876000,10,4,1
30,1,0,708156,890412,0,0,0
47,2,0,716556,875412,3,0,0
29,2,0,520728,736800,2,2,0
38,2,0,800028,966000,4,2,0
45,1,0,639936,740856,2,2,0
44,2,1,661188,943764,32,14,0
26,2,3,686364,842208,0,0,0
27,1,0,580188,750312,2,2,0
50,2,0,550788,690600,4,3,0
43,1,0,866604,1188480,0,0,0
42,1,0,600036,755172,0,0,0
49,1,0,637752,766092,9,3,0
35,2,0,600936,852000,2,0,0
39,1,0,853476,1158252,16,7,0
23,1,0,639636,874200,0,0,0
44,2,0,642636,1284000,0,0,0
47,2,0,541740,673392,0,0,0
33,2,3,700308,961692,0,0,0
39,2,0,556188,813960,9,6,0
31,1,0,742764,898980,2,2,0
41,2,0,656076,895896,3,3,0
34,2,0,520728,756756,2,2,0
44,1,0,767364,870636,5,3,0
43,1,1,690156,842352,0,0,0
36,1,0,604356,744972,5,4,0
47,2,0,472068,639000,0,0,0
33,2,0,574188,678000,3,2,0
26,1,0,638736,774000,0,0,0
40,2,0,600936,716460,4,3,0
40,2,0,585636,762000,0,0,0
40,1,0,739764,881904,4,2,0
31,2,1,889476,1521060,0,0,0
32,2,0,615936,849600,0,0,0
35,2,0,646536,759036,0,0,0
42,2,0,826584,991068,0,0,0
37,2,0,697908,885240,0,0,0
31,2,0,682308,846960,2,2,0
23,1,0,912000,1171200,0,0,0
50,1,1,687756,940488,3,0,0
35,1,3,397608,745992,34,10,0
30,1,1,855804,1369068,2,2,0
36,2,0,382332,812232,0,0,0
28,2,1,921012,1282188,4,3,0
23,1,0,412068,681144,0,0,0
28,1,0,523404,696900,0,0,0
38,1,0,574188,758964,2,0,0
48,1,0,447804,589824,0,0,0
28,1,0,542196,695124,5,3,0
32,2,0,437268,594240,0,0,0
31,2,0,538188,797040,2,2,0
49,2,0,663108,845892,0,0,0
26,1,1,797904,982512,0,0,0
32,2,0,724236,866904,3,3,0
31,2,0,436740,1132800,0,0,0
48,1,0,826584,996000,0,0,0
49,1,0,702564,808308,0,0,0
35,1,0,707508,1062000,0,0,0
33,2,0,915012,1258644,6,5,0
41,1,0,720564,862836,5,2,0
30,2,0,562188,801780,0,0,0
28,2,0,473268,775848,0,0,0
30,2,0,568188,1362600,0,0,0
44,1,3,626556,899880,3,0,0
41,2,3,566988,828576,0,0,0
27,1,0,467268,696048,2,2,0
29,2,1,873012,1157844,0,0,0
22,1,0,354348,839340,0,0,0
29,1,0,660108,1126140,0,0,0
41,2,1,757356,973800,13,3,0
39,1,0,638916,784656,0,0,0
22,1,0,634140,847140,0,0,0
36,2,0,422148,588000,4,2,0
26,1,0,651636,752160,6,4,1
37,1,0,782028,948000,2,0,0
43,1,0,725364,840000,3,3,0
38,1,0,550188,909468,4,4,0
25,1,0,678948,876360,0,0,0
42,2,0,989232,1219416,11,4,0
39,2,1,974232,1344000,0,0,0
41,2,0,584916,795780,15,7,0
29,2,2,465300,657120,14,5,0
43,2,0,855804,1199988,0,0,0
42,1,0,615636,759948,3,0,0
29,1,0,599736,772584,2,0,0
31,2,0,746556,903840,5,3,0
49,1,0,675708,865320,0,0,0
26,2,0,673644,941052,0,0,0
34,2,0,556548,858684,0,0,0
49,2,0,612936,812196,2,0,0
46,2,0,651636,825144,2,2,0
45,2,0,672156,780864,43,7,0
41,2,0,711108,909612,4,2,0
43,1,0,707676,856476,0,0,0
45,2,0,461268,768000,9,3,0
39,1,0,568188,822120,2,0,0
35,2,4,612036,799920,0,0,0
27,2,0,556188,815196,0,0,0
25,1,1,729156,837864,2,2,0
25,1,0,710556,1157616,0,0,0
25,1,0,688596,832488,3,3,0
38,1,0,600936,709968,3,0,0
46,1,0,577740,668832,3,2,0
28,2,3,589176,840240,0,0,0
38,2,1,696564,936276,0,0,0
32,2,0,443268,767364,4,2,0
32,2,0,401808,834324,11,4,0
46,1,0,758556,920040,2,0,0
48,1,0,784584,893400,0,0,0
45,2,0,837804,1065384,2,2,0
28,2,0,600936,941304,0,0,0
45,1,0,752556,815772,8,6,0
42,2,0,639636,919968,0,0,0
33,2,0,648936,843792,11,9,0
33,1,0,614436,882612,0,0,0
36,1,0,591156,840120,2,2,0
33,1,0,687108,891600,0,0,0
36,2,2,763548,908760,18,5,0
38,2,2,681756,804360,0,0,0
29,1,0,437268,807732,0,0,0
30,1,0,660156,888000,3,3,0
48,2,1,654156,853644,4,0,0
24,1,0,621636,718200,2,2,0
49,2,0,627936,768528,3,0,0
47,2,0,867804,1312056,15,3,0
33,1,0,1169880,1523976,5,2,0
31,2,0,520728,737544,3,2,0
42,2,0,724956,881532,8,7,1
46,1,0,656556,870000,10,6,0
42,1,0,719364,863016,45,10,0
34,2,0,527268,799236,5,3,0
45,2,0,540588,817392,2,2,0
34,1,0,615636,815892,0,0,0
31,2,0,708156,900072,0,0,0
36,2,1,604596,869136,3,0,0
34,1,0,722556,915600,0,0,0
30,1,0,706164,813180,0,0,0
29,2,0,600036,788244,11,6,0
40,2,0,594048,926604,3,2,0
29,1,0,648708,759000,0,0,0
45,1,0,790584,1103232,0,0,0
35,1,0,554988,748680,0,0,0
32,2,0,443940,634992,0,0,0
32,1,0,496728,766728,4,3,0
37,2,0,617136,778836,5,3,0
46,2,0,707508,900000,4,3,0
25,1,0,530400,660384,0,0,0
22,1,0,580188,831480,0,0,0
38,2,0,520728,750000,22,4,0
41,2,0,692556,788076,11,7,0
44,1,0,621636,768408,3,0,0
49,1,0,585636,779556,5,0,0
27,2,0,630936,954816,0,0,0
32,2,0,675108,1807356,0,0,0
41,1,0,568188,773760,7,0,0
46,1,0,747756,849552,9,6,0
25,1,0,481128,809136,0,0,0
41,1,0,800028,990096,0,0,0
45,1,3,994032,1520208,6,4,0
43,2,2,770556,886212,20,5,0
25,2,0,666708,813600,0,0,0
29,2,0,556188,722988,0,0,0
23,1,0,691356,841440,2,0,0
47,2,0,846444,1007040,0,0,0
30,1,0,724956,931032,0,0,0
34,1,0,553740,769128,2,2,0
44,1,0,604236,780000,0,0,0
27,2,0,684156,909180,0,0,0
33,2,0,544188,828384,2,2,0
41,2,0,592188,860076,0,0,0
42,1,0,708156,850656,2,2,0
36,2,0,740364,882240,0,0,0
44,2,0,758556,991464,3,3,0
47,1,0,580188,874968,0,0,0
43,2,0,534444,745896,4,0,0
40,2,0,628548,853944,3,3,0
48,1,0,732564,840132,0,0,0
47,1,1,300348,882648,2,2,0
29,1,0,690156,837684,3,3,0
46,2,1,611664,793416,7,5,0
37,2,1,855804,1174656,3,2,0
25,2,3,600888,1127952,0,0,0
32,2,1,1039068,2022000,0,0,0
29,2,1,621972,816504,0,0,0
34,2,1,258888,700800,8,6,0
43,2,1,709764,895992,0,0,0
29,1,3,879432,1302420,0,0,0
47,2,0,585636,905268,24,7,1
50,2,0,663108,781572,5,2,0
31,1,0,636444,770892,3,0,0
33,2,1,577740,1338000,5,4,0
39,1,0,737364,967200,0,0,0
39,1,0,627636,803868,0,0,0
41,1,0,619692,776940,0,0,0
42,2,0,560340,846000,2,0,0
28,2,0,672156,1186332,2,2,0
46,2,0,726516,942612,18,10,0
40,1,0,712176,962568,6,2,0
44,2,0,594036,812568,0,0,0
27,1,0,798384,962880,0,0,0
28,1,0,474096,703212,0,0,0
49,2,0,490728,839160,2,2,0
43,2,0,574188,868128,4,4,0
31,2,1,782028,976968,0,0,0
28,2,0,742824,924120,3,2,0
41,1,0,733764,962400,0,0,0
24,1,0,705108,934872,0,0,0
33,2,2,699108,836988,8,5,0
35,2,0,221040,892032,4,4,0
48,1,1,624936,786840,2,0,0
38,1,0,768732,932592,2,2,0
42,1,0,558588,709368,0,0,0
45,1,0,831804,940440,0,0,0
39,2,0,648708,747000,2,0,0
26,2,0,684708,826020,0,0,0
32,1,1,449268,559680,0,0,0
25,1,0,473040,789396,3,2,0
41,1,0,527268,765540,6,5,0
25,1,0,644736,775116,0,0,0
49,2,1,627636,873276,0,0,0
28,2,0,739356,945600,0,0,0
42,1,0,610152,833928,2,0,0
36,1,0,716964,925848,0,0,0
40,2,0,713676,940068,2,2,0
41,1,0,551988,897600,0,0,0
35,2,1,689556,1041900,4,2,0
38,1,0,615636,836736,0,0,0
48,2,0,787584,949380,11,4,0
28,2,0,820428,1265040,0,0,0
25,2,0,786408,948000,0,0,0
47,2,0,571188,825480,0,0,0
36,1,0,724356,910392,7,7,0
30,2,1,486528,913800,3,2,0
39,1,0,693108,867480,0,0,0
46,1,0,752556,907200,3,3,0
42,2,0,325836,490440,15,3,0
29,1,0,766584,909708,0,0,0
42,1,0,591636,751824,0,0,0
27,2,0,571740,890784,0,0,0
49,2,0,648756,840000,2,2,0
37,2,0,585396,788724,4,4,1
45,2,0,871476,981540,8,3,0
36,1,0,615048,830700,3,3,0
27,2,0,826584,1213044,4,2,0
31,1,0,466728,598476,6,5,0
36,2,0,498168,798000,2,2,0
45,1,0,725364,847848,3,2,0
27,2,4,861600,1122000,0,0,0
40,1,0,659556,839196,0,0,0
36,1,0,774984,1061148,0,0,0
28,2,0,771948,1226340,0,0,0
31,2,0,1721736,2129244,6,0,0
29,2,0,235728,826800,3,2,0
38,1,3,794184,1162812,2,2,0
42,1,0,577740,936000,0,0,0
31,2,0,873804,1501224,0,0,0
35,1,0,234924,826404,4,3,0
30,1,1,626316,779064,2,0,0
25,1,0,648636,1244040,0,0,0
34,2,0,660108,851160,0,0,0
34,2,0,544188,884592,0,0,0
33,1,0,544188,756600,6,2,1
47,2,0,346572,881712,0,0,0
48,1,0,592800,712320,3,3,0
29,1,0,846804,978984,0,0,0
26,1,0,554460,768792,0,0,0
35,1,1,389808,582000,3,2,0
38,2,0,719016,951372,3,3,0
50,1,0,639636,814896,7,5,0
49,1,0,508728,823260,0,0,0
40,1,0,582588,824664,11,2,0
31,2,0,1028508,2120916,0,0,0
33,1,1,800028,990036,2,0,0
43,2,0,660156,752400,0,0,0
35,2,0,814584,977184,0,0,0
25,2,0,820428,1276800,0,0,0
32,2,0,449268,724320,0,0,0
28,1,1,777384,1181268,0,0,0
33,1,1,810984,976392,8,3,0
29,1,0,630948,820044,5,2,0
45,1,0,496728,711600,4,2,0
32,2,2,728556,882012,3,2,0
33,2,1,658248,795396,0,0,0
35,2,0,574188,891840,0,0,0
36,2,0,891012,1105200,0,0,0
25,1,0,782028,1149732,0,0,0
43,2,1,612936,826092,0,0,0
28,1,0,606036,779376,5,4,0
34,2,1,865476,1114440,0,0,0
24,2,0,664956,755280,0,0,0
45,2,0,632436,812040,16,11,0
34,2,0,473928,561000,2,2,0
22,1,0,585024,715488,0,0,0
47,1,0,838284,1195560,0,0,0
36,1,0,641436,744156,2,0,0
29,1,0,686844,860028,2,2,0
37,2,0,684156,839268,4,4,0
30,1,0,556188,906768,0,0,0
35,1,0,877476,1306800,2,0,0
48,1,0,683508,814656,2,0,0
43,1,0,633996,804792,2,2,0
44,2,0,624036,846000,3,2,0
38,1,0,681108,842412,10,4,0
35,2,0,651636,795396,9,4,0
37,2,3,800220,1113636,2,2,0
30,2,0,599736,775416,4,4,0
33,1,0,637788,852000,3,3,0
25,2,0,625236,831624,0,0,0
23,1,0,584364,942144,0,0,0
32,2,0,876276,1229880,0,0,0
48,2,0,689508,762264,4,3,0
29,2,0,669108,839376,3,2,0
48,2,0,630936,769548,4,2,0
33,2,0,594456,754764,9,0,0
30,2,0,790584,1207596,0,0,0
35,2,0,763356,904560,2,2,0
27,2,1,773184,1125060,0,0,0
25,2,0,933012,1322232,0,0,0
36,1,0,509928,791316,3,3,0
44,2,0,630372,760608,0,0,0
49,2,0,385008,657240,0,0,0
42,2,0,673908,1037544,0,0,0
31,1,0,705108,1141056,0,0,0
37,1,1,822828,1273032,2,2,0
35,2,1,668508,1006020,2,0,0
45,1,0,519156,806196,4,2,0
30,2,1,731364,1120812,2,0,0
25,1,0,282888,627132,0,0,0
27,1,0,764556,923916,2,2,0
45,1,0,696156,871116,8,3,0
44,2,3,589740,904464,0,0,0
31,1,0,719364,944808,0,0,0
47,2,0,410892,783504,2,2,0
43,2,0,282888,600000,6,2,0
48,2,1,719364,937296,2,0,0
25,2,3,891012,1878000,0,0,0
44,1,0,666156,859200,0,0,0
27,1,1,514728,808548,0,0,0
43,2,0,424068,751728,0,0,0
34,1,0,514728,746724,4,3,0
30,1,0,675108,918480,0,0,0
47,2,0,687756,785520,0,0,0
24,1,0,672156,768108,0,0,0
39,1,0,531204,783852,24,2,0
32,1,0,823404,1056000,2,2,0
26,1,0,556800,875748,0,0,0
27,1,0,583512,802116,3,2,0
23,1,0,509928,1229736,0,0,0
28,2,0,367788,724152,7,4,0
24,1,0,606036,907200,3,0,0
35,2,0,675108,804000,2,2,0
46,2,0,638892,902208,12,8,0
48,2,0,724164,857760,0,0,0
47,2,0,675108,952440,0,0,0
28,1,0,354348,818592,0,0,0
43,2,0,865476,1057728,20,7,0
45,1,0,652800,813600,0,0,0
26,2,0,639636,843852,0,0,0
34,1,3,792984,930552,0,0,0
29,1,0,663108,832020,0,0,0
40,2,0,639636,827448,27,13,0
34,1,0,675108,800748,5,2,0
25,1,0,883476,1438380,3,2,0
30,2,0,508728,712632,6,2,0
49,1,0,632436,817920,6,0,0
40,2,0,556188,900612,2,0,0
25,1,0,571788,739260,0,0,0
29,2,0,346488,782820,0,0,0
40,2,0,681108,940584,0,0,0
33,1,0,256488,911400,3,2,0
48,2,0,693108,888708,8,0,0
44,1,0,1405200,2052012,4,4,0
43,2,0,584988,795624,13,6,1
32,1,0,755364,976680,0,0,0
33,2,0,645636,881160,7,6,0
25,2,0,678948,904680,0,0,0
31,1,0,563988,814248,0,0,0
40,2,0,741756,904932,19,2,0
42,1,0,795624,910884,0,0,0
28,1,0,626136,715200,0,0,0
29,1,0,854604,1207152,3,3,0
38,2,0,711108,875340,0,0,0
27,1,0,526188,815160,0,0,0
29,1,0,675108,882012,0,0,0
40,2,0,651108,818112,0,0,0
33,2,0,763500,896256,2,0,0
45,2,0,974232,1110948,2,2,0
23,1,0,678108,802944,0,0,0
30,1,0,562188,802848,0,0,0
24,2,0,660156,808080,0,0,0
42,2,0,863076,1044000,3,2,0
47,1,0,759756,1043712,0,0,0
37,2,0,583188,826980,6,4,0
31,1,0,740556,920784,2,2,0
42,1,0,723804,813780,0,0,0
44,1,0,579864,737676,0,0,0
50,2,0,749364,856800,0,0,0
33,2,0,634836,818904,3,2,0
29,2,0,574188,749688,0,0,0
46,2,0,650400,931920,10,4,0
42,2,1,630048,915912,0,0,0
40,2,0,714564,881400,0,0,0
27,2,0,610836,791160,0,0,0
43,1,0,499128,757668,3,3,0
47,2,0,639636,751164,0,0,0
42,2,3,458076,878580,0,0,0
33,2,0,627636,797580,0,0,0
30,1,0,734556,876840,2,2,0
45,2,3,481128,986832,7,3,0
27,2,0,802584,1108620,0,0,0
45,2,0,532188,776820,0,0,0
27,2,0,556188,720792,0,0,0
36,2,0,536988,739560,0,0,0
36,2,2,737364,835380,2,0,0
25,1,0,738456,894000,0,0,0
33,2,1,675108,868800,0,0,0
47,2,0,531276,870000,0,0,0
24,1,0,588036,866484,0,0,0
28,1,0,656556,815196,6,4,1
29,1,1,587052,787812,0,0,0
29,2,0,660000,864660,2,2,0
43,2,0,651108,937200,12,5,0
49,2,0,544188,988116,3,2,0
49,2,0,568188,739512,5,3,0
28,2,0,600936,812256,0,0,0
26,1,0,699156,809280,4,2,0
47,1,0,930612,1176000,3,3,0
31,1,0,584988,831636,3,2,0
33,1,0,458868,588240,0,0,0
32,1,0,673908,766008,5,2,0
48,2,0,776736,906000,2,2,0
40,2,0,665508,798468,2,2,0
33,2,0,924948,1256796,0,0,0
28,2,0,889476,1865784,3,3,0
23,1,0,671556,867516,0,0,0
42,2,0,702252,850272,2,2,0
38,2,0,639636,831000,3,2,0
49,1,0,654396,781032,3,2,0
22,1,0,672708,921600,8,5,0
47,2,1,751836,1126800,0,0,0
47,1,0,762156,921396,2,2,0
45,1,0,687708,876000,0,0,0
28,2,0,592188,865548,0,0,0
37,2,1,506904,880656,2,0,0
45,2,2,600036,707400,0,0,0
31,2,0,675108,903924,0,0,0
48,2,0,749364,882036,0,0,0
26,2,2,620196,706476,0,0,0
28,1,0,776184,984000,0,0,0
50,1,0,841476,1147200,0,0,0
41,2,0,651636,746256,0,0,0
27,1,0,660156,859116,0,0,0
26,2,1,978396,1336800,0,0,0
35,2,0,597636,803904,8,3,0
37,2,0,656556,1062060,0,0,0
48,1,0,726156,849144,0,0,0
29,1,0,660156,754980,0,0,0
24,1,0,597636,1266048,5,4,0
27,1,0,790584,948468,2,2,0
37,2,0,484728,790320,3,2,0
47,2,0,759864,1305648,15,6,0
42,1,0,699108,953868,0,0,0
28,1,0,472692,1008000,0,0,0
28,2,1,591636,747444,0,0,0
41,2,0,648156,883224,0,0,0
40,2,0,762156,940800,16,6,0
28,1,0,795552,925524,12,10,0
49,2,0,618936,784008,2,2,0
32,2,0,580188,804156,0,0,0
28,2,1,580188,876000,0,0,0
29,2,1,605496,852048,0,0,0
32,2,1,591156,831816,2,2,0
35,2,0,1065060,1217100,2,2,0
31,2,0,618936,846396,3,2,0
35,2,3,696564,849624,11,4,0
44,2,0,992232,1344144,0,0,0
26,2,0,574188,1019688,0,0,0
27,2,0,532728,946800,0,0,0
29,1,0,639636,786000,3,3,0
41,2,0,562188,853680,3,2,0
29,2,0,693108,863520,2,2,0
49,1,0,637668,793440,0,0,0
28,1,0,612036,829416,0,0,0
46,1,3,504168,891624,0,0,0
37,1,0,567276,681144,2,0,0
29,2,0,538188,1237476,2,2,0
42,1,0,574188,791760,0,0,0
28,1,0,873804,1445388,3,3,0
35,1,0,550188,717132,2,2,0
45,2,0,645636,923508,6,0,0
25,1,0,812028,990000,0,0,0
42,1,4,603336,693636,0,0,0
48,2,0,446868,774792,4,3,0
40,2,0,648156,817044,3,2,0
45,1,0,449316,643392,4,2,0
27,1,0,433668,778512,0,0,0
48,1,0,633636,742308,0,0,0
45,1,0,568188,837156,0,0,0
27,2,1,592188,714000,2,2,0
42,2,0,687108,780720,2,2,0
25,1,0,778800,892500,0,0,0
44,1,0,730956,843120,6,5,0
43,2,1,571140,734976,2,0,0
49,2,3,602136,875160,10,3,0
48,1,0,766044,924072,4,3,0
31,2,0,661188,913668,0,0,0
44,2,0,699108,924000,0,0,0
28,1,0,921012,1284000,0,0,0
50,2,0,636000,978000,0,0,0
50,2,0,568188,893652,2,0,0
43,2,0,822000,1167816,0,0,0
38,1,0,550188,847260,0,0,0
23,1,0,580188,917856,0,0,0
29,1,0,716076,878580,5,4,0
27,2,0,699108,847200,0,0,0
47,1,0,562188,758328,22,11,0
26,2,0,802584,1281936,2,2,0
45,2,0,632436,982800,2,2,0
48,2,0,524988,635724,15,11,0
31,1,0,666156,784032,4,3,0
28,1,3,899820,1271172,0,0,0
32,1,0,695508,1017516,3,2,0
33,1,0,677508,777720,11,4,0
28,2,0,840204,1200480,0,0,0
33,2,3,589236,1163700,0,0,0
43,1,0,701760,827652,4,2,0
38,1,1,559740,717948,0,0,0
40,2,0,607836,875592,0,0,0
24,1,0,591636,752376,0,0,0
34,2,1,806028,1148448,0,0,0
28,1,0,334188,817272,0,0,0
42,2,3,484728,1020000,0,0,0
50,2,0,722556,864888,3,3,0
46,2,0,904752,1194000,5,4,0
45,2,0,785952,896736,2,2,0
47,1,0,652476,995544,4,2,0
32,2,2,622584,752376,7,5,0
36,2,0,348348,607260,0,0,0
42,2,0,428592,861108,8,7,0
50,1,0,567600,856452,5,4,0
34,1,0,743364,1181664,0,0,0
26,2,0,556188,726396,0,0,0
37,1,0,873012,1209720,6,6,0
45,2,0,657108,850584,0,0,0
42,1,0,823584,988752,0,0,0
38,1,0,573288,754920,3,3,0
27,1,0,743364,911196,0,0,0
23,1,0,588804,894216,2,2,0
28,2,0,592188,800712,0,0,0
35,2,0,696156,819144,8,5,0
44,2,0,687108,822384,0,0,0
39,2,0,651360,877644,0,0,0
38,2,1,1359120,2020092,3,2,0
45,2,0,337548,779472,0,0,0
47,2,0,413268,851892,0,0,0
40,1,0,312720,632088,5,4,0
43,1,0,645636,770796,2,2,0
28,1,0,262812,740400,0,0,0
36,1,0,743364,914916,0,0,0
42,2,0,478728,621684,7,2,0
27,1,3,678156,838800,0,0,0
47,2,0,691404,802128,4,2,0
25,1,0,657108,828000,0,0,0
34,1,0,743364,909012,0,0,0
38,1,0,612000,900708,2,2,0
43,2,0,755364,855912,28,9,0
29,1,3,725364,918540,0,0,0
28,1,0,859476,1176696,0,0,0
24,1,0,924108,1429812,0,0,0
26,2,3,453900,676632,2,0,0
47,1,0,605736,831600,0,0,0
48,2,0,734556,888648,0,0,0
49,2,0,553956,796440,3,2,0
44,1,0,717600,866472,8,7,1
48,1,0,618936,839220,0,0,0
39,2,1,767328,893820,0,0,0
39,1,0,707556,854424,13,3,0
35,1,0,574188,749184,7,3,0
34,1,0,527340,648840,18,6,0
26,1,0,595536,855720,2,2,0
48,2,1,615636,852000,4,2,0
46,1,0,699108,860328,0,0,0
33,1,4,813588,973200,5,4,0
27,1,0,704316,827988,3,3,0
44,1,0,616236,830868,3,3,0
40,1,0,722556,990636,2,2,0
27,2,1,496728,790380,0,0,0
44,1,0,720756,819600,12,5,0
40,1,0,660552,799524,0,0,0
39,1,0,774984,992400,0,0,0
41,1,0,690108,971688,6,3,0
41,1,1,644436,795300,0,0,0
29,1,0,332748,786000,0,0,0
26,2,0,606564,807840,0,0,0
25,1,0,818028,1133520,0,0,0
49,2,3,690756,903600,0,0,0
28,2,1,642936,784416,0,0,0
31,1,0,727140,896100,0,0,0
25,2,0,509868,697248,0,0,0
46,1,0,577740,721776,11,7,0
25,1,0,655908,748716,0,0,0
36,2,0,511128,789312,2,0,0
38,1,0,675108,831468,8,2,0
29,1,1,229932,1055280,0,0,0
35,2,1,487860,853548,2,2,0
28,2,0,651636,769956,6,6,0
33,1,0,526728,882000,4,4,0
29,2,0,318348,865200,0,0,0
27,1,0,621636,823128,0,0,0
36,2,3,871164,1041600,3,3,0
29,2,0,754164,1195788,0,0,0
37,2,0,618036,830400,6,2,0
26,1,0,318348,896964,0,0,0
30,1,0,669108,815916,3,3,0
50,2,0,597636,777420,2,0,0
44,2,0,324348,489780,12,10,1
30,2,0,996396,1292364,0,0,0
30,1,0,669588,785208,0,0,0
39,1,0,580188,780000,0,0,0
42,2,0,568308,862908,0,0,0
30,1,0,512028,799344,0,0,0
32,1,3,859404,1294644,3,3,0
44,2,0,374652,742836,7,5,0
35,1,0,663108,798048,4,2,0
25,1,0,715764,968400,0,0,0
29,1,0,715356,922056,5,4,0
38,2,0,762564,1246896,0,0,0
28,2,3,615936,766140,2,0,0
27,1,0,853404,1188000,3,3,0
40,2,0,585588,780924,0,0,0
43,2,0,547740,645000,3,0,0
34,1,0,484728,893520,13,7,0
38,2,0,788184,897888,0,0,0
38,1,0,669108,886764,0,0,0
24,2,1,687756,937032,0,0,0
25,1,0,676308,848616,0,0,0
49,2,0,645636,835764,6,5,0
39,1,0,725556,877500,9,2,0
29,2,1,606936,1059996,0,0,0
50,1,0,506712,814944,4,4,0
38,2,0,461868,788700,2,2,0
41,2,0,627636,784692,6,2,0
35,2,0,739764,852000,6,3,0
25,1,0,562188,729384,0,0,0
45,2,0,708156,879636,0,0,0
38,2,1,501528,887580,0,0,0
35,1,0,591636,932664,2,0,0
25,1,2,772428,981600,0,0,0
26,1,0,638136,748236,0,0,0
25,1,0,621636,788472,5,0,0
37,2,0,639636,820152,0,0,0
45,2,0,729156,870732,5,2,0
31,2,2,461268,912264,0,0,0
25,2,0,684156,1508160,0,0,0
27,1,0,725364,868500,6,5,0
47,2,0,877476,1247076,0,0,0
36,2,0,1331844,2070132,6,3,0
35,1,0,681108,1037664,7,3,0
24,1,1,784584,1180740,0,0,0
36,2,0,428868,540000,5,5,0
43,2,0,734556,875532,25,13,0
33,2,0,591636,836340,16,14,1
26,1,0,732156,1046904,0,0,0
28,2,0,615636,1307400,0,0,0
30,2,0,594036,780000,2,2,0
33,2,1,693108,1119240,0,0,0
25,1,0,626388,819084,0,0,0
26,1,0,615636,1285068,0,0,0
45,1,0,634836,798480,0,0,0
29,2,0,651156,815784,10,9,0
27,2,0,580188,1164000,0,0,0
