Property_Type,Property_Area,Number_of_Windows,Number_of_Doors,Furnishing,Frequency_of_Powercuts,Power_Backup,Water_Supply,Traffic_Density_Score,Crime_Rate,Dust_and_Noise,Air_Quality_Index,Neighborhood_Review,aqi_range
0,980,3,2,0,0,0,3,7.5,2,1,129,3.49,2
1,1668,5,3,1,0,0,3,4.09,1,1,107,4.17,2
0,792,2,1,1,0,1,3,6.45,1,1,80,4.18,1
5,1890,2,1,2,2,0,0,5.44,2,1,109,1.33,2
3,4044,13,4,1,1,0,3,5.26,1,1,92,3.55,1
4,411,1,2,1,1,0,2,8.22,3,2,168,1.8,3
3,2600,8,4,1,0,0,3,6.31,1,1,135,4.12,2
4,484,1,2,1,0,0,3,6.76,3,1,131,2.86,2
1,1945,2,1,1,0,0,3,7.88,0,1,156,4.71,3
2,1110,6,1,2,0,1,2,5.88,1,1,120,3.82,2
0,749,3,2,2,0,1,3,6.92,1,1,162,4.08,3
1,1118,2,3,0,0,0,2,7.24,0,1,113,4.45,2
3,3099,12,5,1,1,1,3,5.82,1,1,118,3.51,2
2,583,5,2,1,1,0,3,7.18,1,1,133,3.49,2
1,1800,5,3,0,1,0,3,5.07,0,1,120,4.14,2
2,688,5,1,1,0,0,2,6.54,0,1,103,4.47,2
1,1926,2,4,2,1,1,3,5.01,0,0,83,4.19,1
0,545,4,1,0,0,0,1,7.53,0,1,154,4.09,3
3,3620,12,5,2,0,0,2,4.44,1,1,105,3.85,2
1,1282,2,1,1,0,0,3,5.36,0,1,115,4.78,2
0,409,4,2,1,3,1,3,6.46,0,1,118,2.88,2
0,291,1,1,2,1,0,1,5.67,2,1,90,2.29,1
0,689,4,2,1,2,0,1,5.44,1,1,103,2.28,2
3,2594,6,5,1,0,0,0,5.71,1,1,96,3.23,1
0,165,1,3,2,0,0,3,6.96,3,1,139,2.85,2
1,1425,4,1,1,0,0,2,8.05,0,2,184,4.3,3
1,2295,3,3,1,0,1,3,6.17,1,1,135,4.12,2
3,2807,5,5,1,0,0,3,7.07,1,1,137,4.11,2
4,242,3,1,0,0,0,2,5.94,2,1,117,3.2,2
0,540,2,1,2,0,0,2,6.49,1,1,91,3.86,1
2,960,5,1,1,0,1,1,5.77,0,1,101,4.16,2
2,608,6,2,1,1,1,1,5.29,0,1,90,3.55,1
3,2142,12,3,1,0,0,3,5.82,0,1,119,4.77,2
1,2115,2,3,1,0,0,3,8.06,1,2,198,3.96,3
0,907,4,3,1,0,0,1,7.59,0,1,85,4.17,1
1,1672,2,1,0,1,1,2,6.32,0,1,119,3.82,2
4,412,1,1,1,0,0,0,7.35,0,1,89,3.85,1
0,352,3,1,1,1,0,3,5.95,0,1,105,4.16,2
0,319,1,2,2,0,1,1,3.62,0,0,33,4.32,0
1,1417,3,4,2,1,0,1,5.55,1,1,83,2.93,1
1,1852,5,4,0,0,1,3,8.47,0,2,166,4.63,3
1,1492,3,3,1,2,1,3,5.4,1,1,93,2.92,1
4,364,2,2,1,0,1,1,5.35,0,1,94,4.17,1
0,641,3,1,0,0,0,3,7.81,1,1,83,4.17,1
0,348,4,1,1,0,1,1,5.54,1,1,113,3.52,2
1,2124,3,3,1,0,0,2,5.07,1,1,85,3.87,1
1,10358,3,3,0,0,0,0,6.65,1,1,102,3.21,2
0,366,3,1,1,1,0,3,5.66,2,1,97,2.91,1
0,439,2,2,1,0,1,3,3.9,0,0,95,4.87,1
0,322,3,1,1,2,0,1,6.97,1,1,139,2.22,2
5,985,6,1,2,1,0,3,6.95,2,2,155,2.77,3
1,1318,4,4,1,0,1,3,4.74,0,1,118,4.78,2
1,2043,5,4,1,0,0,2,6.71,1,1,136,3.8,2
2,21948,5,3,2,0,0,3,6.46,3,1,134,2.86,2
4,346,3,2,2,2,1,1,6.88,0,1,145,2.85,2
0,819,1,3,0,0,1,3,6.18,0,1,119,4.77,2
0,354,1,1,0,1,0,3,7.54,0,1,132,4.11,2
2,450,4,1,1,0,0,2,8.6,0,2,173,4.31,3
4,374,3,1,1,0,1,3,7.39,0,1,116,4.76,2
1,1971,4,3,1,0,0,3,6.22,1,1,162,4.08,3
1,1369,4,1,2,0,0,3,7.17,0,1,87,4.8,1
0,449,4,3,0,0,0,0,6.32,0,1,157,3.78,3
1,2177,3,2,0,0,0,3,7.05,0,1,105,4.78,2
4,460,1,2,1,1,1,2,7.83,0,1,164,3.76,3
0,799,3,1,0,0,0,3,6.08,0,1,102,4.79,2
1,1773,3,3,0,1,0,0,2.82,1,0,37,2.76,0
0,279,4,1,2,1,1,3,1.88,2,2,9,2.98,0
2,1018,5,3,1,2,0,1,6.61,0,1,81,2.93,1
1,2209,4,3,1,0,0,2,6.89,1,1,94,3.85,1
1,1153,3,2,0,2,0,3,7.61,2,1,397,2.19,5
0,384,1,1,0,0,1,3,3.84,1,0,64,4.28,1
0,896,1,3,0,0,0,3,5.34,1,1,84,4.19,1
0,415,4,2,1,0,0,2,7.36,0,1,158,4.4,3
0,516,3,1,1,0,1,3,5.13,1,1,103,4.16,2
3,2546,15,6,0,0,1,3,5.35,1,1,93,4.18,1
1,1413,3,4,1,0,0,2,5.96,1,1,94,3.86,1
3,3268,8,3,0,0,0,3,6.81,0,1,137,4.74,2
0,971,4,2,2,0,0,3,7.28,1,1,116,4.13,2
0,991,2,1,1,2,0,0,7.05,1,1,100,1.96,1
0,594,2,3,1,0,0,3,3.98,2,0,95,3.62,1
3,3929,8,2,0,1,0,3,6.43,0,1,98,4.16,1
2,1020,5,2,2,1,0,3,7.23,0,1,136,4.11,2
4,324,2,2,2,2,0,1,6.05,0,1,159,2.83,3
4,306,1,1,2,1,0,3,6.76,0,1,145,4.1,2
1,1373,3,3,0,0,0,3,6.61,0,0,91,4.8,1
1,1239,2,3,0,0,0,1,6.67,2,0,97,2.91,1
0,130,3,3,0,0,0,3,6.23,0,1,93,4.8,1
1,1349,4,4,1,0,1,3,7.07,0,1,118,4.76,2
2,1172,7,2,0,1,1,2,5.98,1,1,87,3.24,1
2,991,6,1,0,0,0,1,4.18,0,1,108,4.16,2
2,406,6,3,2,0,0,2,6.97,2,1,80,3.24,1
0,899,1,1,1,1,0,0,9.21,0,2,163,1.8,3
0,265,1,3,1,0,0,3,7.1,3,1,87,2.92,1
0,469,3,2,1,0,0,2,6.53,0,1,106,4.47,2
4,486,2,1,0,0,1,2,7.35,0,1,117,4.45,2
1,2255,2,3,0,0,0,3,2.05,2,0,36,3.7,0
1,2051,2,1,1,0,0,2,6.82,0,1,146,4.41,2
0,616,1,3,1,0,0,3,6.24,0,1,155,4.72,3
0,354,4,2,2,0,0,1,7.62,0,1,132,4.11,2
0,940,1,1,1,0,0,2,6.88,0,1,141,4.42,2
0,438,4,1,1,0,0,2,6.94,0,1,92,4.48,1
1,1757,3,4,1,0,-1,3,6.04,0,1,163,4.71,3
1,2158,4,2,1,0,0,1,7.32,2,1,122,2.87,2
3,2724,7,5,1,0,0,3,6.64,0,1,119,4.76,2
1,1212,5,4,1,0,0,3,7.32,0,0,167,4.76,3
0,639,1,2,0,1,0,3,6.49,3,1,99,2.28,1
0,786,3,1,1,0,0,2,5.63,1,1,85,3.87,1
3,3440,10,2,0,2,0,0,7.81,2,0,141,1.34,2
2,1186,7,3,0,0,0,2,4.88,1,1,108,3.85,2
3,3831,6,3,2,1,0,1,4.43,1,1,101,2.92,2
2,654,4,1,1,3,0,2,5.35,0,0,90,2.61,1
5,1854,4,4,1,1,0,2,7.68,1,1,161,3.13,3
1,1466,2,2,1,0,1,3,5.64,1,1,110,4.15,2
1,1692,3,2,1,0,1,3,6.4,3,1,85,2.92,1
4,308,2,1,1,0,0,1,7.56,0,1,137,4.11,2
1,1365,4,2,0,0,1,1,6.46,1,1,80,3.56,1
1,1553,2,3,1,0,0,3,8.53,0,2,180,4.61,3
1,1131,3,2,0,0,0,2,7.5,0,1,93,4.48,1
1,1528,5,4,2,0,0,1,6.71,0,1,101,4.16,2
1,1519,2,1,1,0,0,1,1.53,0,0,89,4.27,1
0,542,1,3,0,2,0,3,7.49,0,1,162,3.45,3
1,1147,3,2,2,1,0,1,7.04,0,1,154,3.46,3
1,1665,5,2,1,0,0,2,5.54,1,1,90,3.86,1
1,1252,2,2,1,1,1,2,5.38,0,1,104,3.85,2
1,1523,5,1,1,0,0,3,7.97,1,1,110,4.14,2
1,1342,5,2,1,2,0,2,7.89,1,1,117,2.56,2
0,875,4,2,1,0,0,1,7.41,0,1,84,2.29,1
1,1846,3,3,0,1,0,1,7.47,0,1,89,3.54,1
0,731,4,1,0,1,1,3,6.1,0,1,85,4.18,1
1,1196,2,3,1,0,0,3,6.24,0,1,167,4.7,3
0,740,3,2,1,1,0,1,3.4,1,0,77,3.02,1
3,4124,4,4,2,0,0,2,6.6,0,1,84,4.49,1
0,322,2,1,0,0,0,3,6.86,0,1,99,4.79,1
4,279,1,1,1,0,0,1,6.97,0,1,115,4.14,2
1,2077,5,1,2,0,0,1,5.57,1,1,118,3.52,2
4,255,2,1,2,1,0,1,5.6,0,1,115,3.52,2
3,2112,5,6,0,0,0,3,6.96,2,1,160,3.45,3
2,1176,5,2,1,0,1,3,7.61,3,1,164,2.82,3
2,630,6,2,0,0,0,3,6.84,1,1,87,4.17,1
0,781,1,2,1,1,1,3,7.16,0,1,161,4.08,3
0,649,3,3,0,0,0,2,6.73,1,1,107,3.84,2
1,2014,5,2,1,0,-1,0,5.81,0,1,120,3.82,2
2,1136,4,1,0,1,1,1,5.62,0,1,86,3.56,1
0,956,4,1,1,0,0,3,3.45,1,0,15,4.35,0
4,313,1,1,1,0,0,3,4.11,1,1,104,4.17,2
4,443,2,1,2,1,0,3,5.04,1,1,102,3.54,2
1,1146,5,3,1,1,0,2,6.74,0,1,149,3.78,2
2,531,4,3,2,0,1,3,6.55,0,1,163,4.71,3
0,384,3,3,1,0,0,3,6.3,1,1,99,4.16,1
2,741,7,2,0,0,0,3,6.37,3,1,133,2.86,2
2,986,4,1,1,1,0,3,5.47,0,1,95,4.17,1
0,809,2,3,1,0,0,3,5.21,0,1,85,4.81,1
0,725,2,2,0,3,1,3,6.16,2,1,104,1.65,2
1,1131,5,3,2,1,1,2,8.48,1,2,188,3.03,3
0,481,3,2,1,0,1,3,7.45,0,1,160,4.71,3
3,2891,5,3,0,0,0,2,6.7,0,1,163,4.39,3
0,348,4,1,1,1,0,2,6.08,0,1,92,3.86,1
4,483,0,1,0,2,0,3,5.43,1,1,82,2.93,1
1,1706,5,2,1,0,0,3,6.11,0,1,95,4.8,1
0,444,2,2,1,1,0,2,5.55,1,1,99,3.23,1
1,1194,4,2,1,0,0,3,8.03,0,2,195,4.6,3
1,1675,4,1,2,0,-1,2,3.33,0,0,43,4.63,0
0,959,3,2,1,0,1,2,7.02,0,1,117,4.45,2
0,890,1,3,2,0,0,1,7.66,0,1,124,4.12,2
3,2771,4,5,1,0,0,1,5.3,1,1,102,3.54,2
1,1707,4,4,0,0,0,3,5.16,0,0,82,4.82,1
0,186,4,2,2,0,0,3,7.19,0,1,83,4.8,1
3,4060,4,6,0,1,0,2,6.45,0,1,99,3.85,1
0,476,2,1,1,2,0,3,7.68,0,1,99,3.53,1
1,1926,3,2,2,0,0,3,7.35,0,1,112,4.77,2
1,1605,3,2,1,0,0,3,8.32,1,2,136,4.04,2
0,532,2,2,1,1,0,0,7.29,3,1,127,1.3,2
0,270,3,3,1,0,0,2,4.18,1,1,119,3.84,2
3,3001,14,2,1,0,0,3,8.2,1,2,161,4.01,3
0,193,3,1,1,0,0,3,8.15,2,2,158,3.39,3
0,258,3,2,1,2,0,3,6.98,0,1,103,3.53,2
1,1209,4,2,1,1,1,2,7.35,3,1,158,1.88,3
4,286,1,2,1,0,0,3,7.57,0,1,86,4.8,1
1,1458,4,2,1,0,0,1,6.06,0,1,168,4.08,3
1,2182,3,2,0,0,0,-1,4.31,0,1,88,4.82,1
0,667,2,3,2,0,0,1,6.26,0,2,133,4.06,2
0,595,3,2,1,3,0,0,7.1,3,1,161,0.0,3
1,1812,5,4,1,0,0,3,7.44,0,1,163,4.7,3
1,2276,2,1,1,0,0,2,8.08,0,2,129,4.36,2
1,1374,5,4,2,0,0,2,5.56,1,1,87,3.87,1
0,251,3,3,1,2,1,0,8.21,3,2,181,0.53,3
4,457,2,1,0,1,0,3,6.31,2,1,110,2.89,2
2,1160,5,3,1,0,1,3,6.69,0,1,81,4.81,1
5,558,4,1,1,0,0,3,5.62,2,1,120,3.51,2
0,182,4,3,1,2,1,1,7.65,2,1,115,1.62,2
1,1855,4,3,0,0,0,3,3.9,0,0,51,4.93,1
1,1487,2,1,1,0,0,3,5.71,2,1,93,2.29,1
2,589,5,1,1,0,0,2,3.53,1,0,35,4.01,0
0,366,2,1,1,0,1,2,3.82,0,0,98,4.56,1
4,231,2,1,1,1,1,1,6.64,1,1,167,2.82,3
0,439,2,2,1,0,0,2,7.0,3,1,96,2.59,1
0,861,1,3,2,0,1,3,5.42,1,1,95,4.17,1
0,211,3,2,1,0,0,2,4.21,1,1,110,3.85,2
0,132,2,1,1,1,0,3,5.55,2,1,86,2.93,1
2,482,5,1,1,0,0,3,5.96,1,1,99,4.16,1
0,304,2,2,1,1,0,3,5.61,1,1,109,3.53,2
1,1529,3,1,1,0,0,3,7.79,3,1,142,2.84,2
0,601,3,3,1,0,0,1,5.86,1,1,106,3.53,2
0,451,3,2,2,0,0,2,6.26,2,1,163,3.14,3
1,1591,5,1,0,0,1,3,5.04,1,1,85,4.19,1
0,278,4,3,2,0,0,3,6.69,1,1,94,4.17,1
3,2682,7,4,1,0,1,1,6.6,1,1,155,3.46,3
1,1813,5,3,0,1,0,3,5.39,1,1,93,3.55,1
1,1367,3,1,0,0,0,3,7.43,0,1,145,4.72,2
2,851,6,1,1,0,0,2,6.78,0,1,145,4.42,2
1,2166,4,3,1,0,0,0,7.08,0,1,106,3.83,2
0,233,3,2,0,0,0,3,6.74,0,1,102,4.78,2
0,805,3,1,0,0,-1,2,7.49,0,1,167,4.38,3
0,823,3,3,1,0,0,3,6.34,0,1,128,4.75,2
0,287,3,2,0,0,0,3,6.16,0,1,168,4.7,3
1,1736,2,4,1,1,1,1,7.46,2,1,87,2.29,1
1,2154,2,1,1,1,0,-1,8.13,0,2,135,4.04,2
0,670,2,3,1,1,1,3,7.75,0,1,161,4.08,3
1,1179,3,1,0,0,0,2,6.31,2,1,152,3.15,3
0,513,2,2,0,0,0,3,6.23,1,1,105,4.15,2
0,329,3,3,1,1,1,1,6.76,0,1,156,3.46,3
0,725,1,3,0,1,1,3,5.18,2,1,98,2.92,1
3,2071,8,5,2,0,0,3,6.86,0,1,134,4.74,2
1,1892,5,4,0,1,0,2,7.49,0,1,117,3.82,2
0,426,1,3,0,0,0,2,5.7,1,1,84,3.87,1
2,1110,7,2,1,0,0,3,4.48,0,1,83,4.82,1
0,585,2,3,1,0,0,3,6.33,1,1,162,4.08,3
0,236,1,1,1,0,0,3,8.16,0,2,194,4.6,3
3,2761,8,2,1,1,0,1,7.21,0,1,165,3.45,3
0,359,3,1,2,0,1,3,6.97,0,1,105,4.78,2
2,1242,5,1,1,0,-1,3,5.67,0,1,102,4.79,2
1,2078,2,1,0,0,0,3,6.82,0,1,127,3.5,2
1,1371,2,3,1,0,0,1,5.93,0,1,119,4.14,2
1,1464,2,4,1,0,0,1,5.63,0,1,104,4.16,2
1,1713,3,4,2,0,0,3,5.75,2,1,90,3.55,1
0,915,3,2,0,0,0,0,7.4,0,1,110,3.83,2
1,1249,5,1,1,0,0,1,7.2,0,1,169,4.07,3
2,601,5,1,0,2,-1,2,5.59,0,1,97,3.23,1
0,999,3,2,1,1,0,0,6.11,0,1,95,3.23,1
2,656,6,3,1,0,-1,3,6.37,0,1,166,4.71,3
0,973,2,1,2,0,0,3,9.27,0,2,180,4.61,3
0,764,3,2,2,0,1,3,5.06,1,1,92,4.18,1
2,1246,7,3,0,1,1,2,5.77,1,1,116,3.2,2
0,513,1,3,2,0,0,3,5.34,1,1,100,4.17,1
0,654,2,1,2,0,0,1,5.0,1,1,97,3.55,1
1,1703,5,4,0,0,-1,1,7.38,1,1,157,3.45,3
3,2920,10,3,0,0,0,2,7.69,0,1,159,4.39,3
2,816,6,2,1,0,0,1,5.12,0,1,99,4.17,1
0,930,4,2,1,0,0,2,7.04,1,1,137,3.8,2
0,286,3,1,1,2,1,1,7.57,0,1,169,2.81,3
1,1724,4,1,2,0,0,3,7.3,0,1,118,4.76,2
0,688,2,2,0,0,1,2,5.86,2,1,104,3.22,2
1,2220,3,1,1,1,0,0,6.9,0,1,136,3.17,2
0,681,4,2,0,0,0,1,7.55,0,1,127,4.12,2
0,502,2,3,1,0,0,2,6.76,0,1,136,4.43,2
3,2441,14,3,1,0,0,2,6.52,0,1,167,4.39,3
1,1667,2,1,1,3,0,3,7.24,0,0,81,2.92,1
0,841,3,1,0,2,0,3,6.34,2,1,92,2.29,1
0,277,1,2,1,0,0,3,7.5,1,1,146,4.1,2
3,3223,7,2,2,0,1,1,6.69,0,1,155,4.09,3
2,591,5,2,0,0,0,3,6.85,1,1,85,4.18,1
1,1520,4,2,1,0,0,2,7.06,2,1,81,3.24,1
1,1624,4,4,1,0,0,3,7.43,1,1,145,4.1,2
4,390,2,1,1,0,0,3,4.12,1,1,101,4.17,2
0,548,2,3,2,0,0,2,6.72,0,1,107,4.46,2
2,1270,4,1,1,1,0,2,4.03,1,1,83,3.26,1
1,1655,2,4,0,0,-1,3,5.61,1,1,116,4.14,2
4,482,0,1,0,0,0,3,5.11,0,1,114,4.78,2
2,1175,5,3,1,0,0,-1,6.92,0,1,142,4.1,2
0,274,1,2,0,0,0,1,5.67,0,1,107,4.16,2
2,1144,4,1,0,0,0,0,8.09,0,2,176,3.68,3
0,621,4,2,2,2,1,3,5.26,2,1,101,2.28,2
0,14127,1,1,1,0,0,-1,8.3,2,2,131,3.42,2
3,2907,9,4,1,0,1,1,5.8,2,1,117,2.89,2
0,492,1,1,1,0,0,3,4.87,0,1,97,4.17,1
4,312,0,2,0,0,1,-1,8.06,2,2,144,3.4,2
1,2222,3,2,2,1,1,1,5.79,1,1,105,2.9,2
3,3275,15,6,0,0,0,3,7.68,0,1,151,4.72,3
4,391,3,2,0,1,0,2,6.99,1,1,109,3.2,2
4,387,3,1,1,2,0,3,7.78,0,1,101,3.52,2
2,484,6,1,1,0,0,2,6.02,1,1,170,3.76,3
2,1093,7,2,1,0,0,1,8.34,2,2,120,2.8,2
1,1481,2,2,0,0,0,2,6.72,0,1,90,4.48,1
2,868,4,1,1,1,0,1,5.74,1,1,99,2.91,1
3,2639,11,2,1,0,0,2,6.26,0,1,102,4.47,2
0,621,1,1,1,0,0,1,6.91,0,1,167,4.07,3
0,835,1,2,1,0,0,-1,5.43,1,1,112,4.15,2
0,445,1,3,0,0,1,3,6.1,0,1,116,4.77,2
0,429,3,1,1,0,1,1,6.03,0,1,83,4.18,1
0,586,4,2,1,0,0,2,6.67,0,1,164,4.39,3
0,287,3,2,1,0,0,1,5.39,1,1,114,3.52,2
0,261,1,3,1,0,0,2,6.53,0,1,83,4.49,1
0,393,3,2,0,2,0,1,8.39,0,2,145,2.77,2
0,6523,3,3,1,0,0,2,6.47,1,1,143,3.79,2
1,1484,2,1,0,1,1,1,4.51,1,1,94,2.92,1
1,2218,5,3,2,1,0,3,3.64,0,0,8,4.36,0
0,269,2,3,1,1,0,3,8.33,2,2,186,2.72,3
3,2664,13,6,0,2,1,3,4.13,1,1,83,2.94,1
0,614,2,1,1,0,-1,1,6.52,0,1,116,4.14,2
1,1615,3,3,1,0,1,1,4.93,2,1,80,2.94,1
0,385,1,2,2,1,1,3,7.83,0,1,149,4.09,2
0,592,2,1,2,0,0,2,6.86,0,1,108,4.46,2
2,996,5,2,1,0,0,2,6.43,0,1,130,4.44,2
2,1267,6,2,0,1,0,1,2.2,0,0,35,3.7,0
0,733,4,1,1,0,0,2,7.24,0,1,125,4.44,2
1,1985,4,4,0,1,0,3,6.17,0,1,129,4.13,2
2,405,5,1,0,0,0,3,6.36,2,1,127,3.5,2
1,2191,2,1,2,1,0,3,4.27,1,1,119,3.52,2
1,1888,2,1,2,3,0,3,7.91,1,1,132,2.23,2
4,259,2,1,1,1,0,2,7.11,1,1,130,3.18,2
3,4010,9,5,1,1,0,2,6.73,1,2,92,3.16,1
2,803,7,2,1,0,0,3,7.91,0,1,142,4.73,2
2,1286,6,2,1,0,0,1,2.42,1,0,14,3.73,0
1,1961,4,4,0,0,0,3,6.68,0,1,113,4.77,2
3,3959,13,5,2,0,1,2,5.76,2,1,100,3.22,1
3,3315,9,6,2,0,1,3,7.09,0,1,140,4.73,2
0,839,2,3,1,1,1,3,5.75,2,1,112,2.89,2
0,924,1,1,1,0,0,3,4.21,0,1,95,4.81,1
0,244,1,1,1,0,0,1,7.52,0,2,80,4.12,1
2,973,6,2,1,0,0,3,6.55,0,1,152,4.72,3
4,370,1,2,2,1,-1,1,5.04,2,1,94,2.29,1
4,421,1,2,1,0,0,3,7.17,0,1,137,4.74,2
0,137,3,2,1,0,0,1,7.02,0,1,148,4.1,2
1,1253,4,3,1,1,0,3,6.36,0,1,98,4.16,1
4,237,1,2,2,0,0,2,6.91,3,1,119,2.56,2
1,2152,5,3,0,0,1,3,4.83,1,1,97,4.17,1
4,280,1,1,1,2,0,3,6.2,1,1,167,2.82,3
1,1926,3,2,1,0,0,2,5.25,0,1,101,4.48,2
1,1255,5,4,0,0,-1,1,6.86,0,1,101,4.16,2
1,2292,5,4,0,1,0,3,6.28,0,1,120,4.14,2
0,127,1,2,0,1,0,3,7.51,0,1,170,4.07,3
3,3196,5,4,1,0,0,2,5.11,1,1,746,3.85,5
2,1149,5,2,0,0,1,1,6.3,2,1,89,2.92,1
0,728,4,2,2,2,1,3,4.19,2,1,107,2.28,2
0,961,4,1,2,1,0,2,7.21,0,1,153,3.77,3
1,1157,4,4,1,1,0,3,8.39,0,2,156,4.01,3
4,308,1,2,1,0,0,3,7.59,0,1,137,4.73,2
4,306,3,1,2,0,0,1,4.88,1,1,113,3.53,2
3,4172,11,4,1,0,0,3,6.67,0,1,147,4.73,2
0,847,4,1,1,0,0,1,4.68,1,2,118,3.46,2
1,1714,5,2,2,0,0,2,6.42,1,1,137,3.8,2
0,771,1,3,1,0,0,3,8.74,0,2,194,4.59,3
0,751,1,2,1,1,0,0,7.27,1,1,115,2.57,2
1,1845,5,3,1,1,1,3,5.88,2,1,90,2.92,1
2,578,4,3,0,0,1,1,7.1,0,1,122,4.13,2
1,1679,2,4,1,3,0,3,5.76,0,1,106,2.9,2
0,317,4,2,1,0,0,1,8.65,0,2,176,3.99,3
0,777,2,3,1,0,0,1,5.19,0,1,115,4.15,2
4,492,1,1,1,1,0,3,6.98,0,0,131,4.18,2
4,376,1,1,2,0,0,3,6.64,1,1,148,4.1,2
5,848,4,2,2,0,0,2,5.85,0,1,80,4.5,1
1,2076,2,2,1,0,0,3,4.96,1,1,91,4.18,1
2,1084,7,3,1,1,0,1,7.31,2,1,81,2.3,1
0,507,2,2,1,0,0,1,5.52,1,1,114,3.52,2
4,205,0,1,0,1,0,3,7.1,0,1,102,4.15,2
1,2281,5,3,2,3,0,1,2.33,1,0,70,1.78,1
3,3085,5,6,1,0,0,2,3.26,3,0,76,2.7,1
1,1588,3,1,1,1,1,2,6.37,0,1,120,3.82,2
1,1540,4,4,1,0,0,0,6.96,0,1,80,3.87,1
2,894,7,2,1,0,1,2,6.04,1,1,98,3.85,1
1,1374,5,1,0,0,0,3,5.57,2,1,80,3.56,1
0,620,3,1,0,2,0,2,6.86,0,1,127,3.18,2
1,2085,2,1,1,0,0,3,6.28,1,1,129,4.12,2
1,1117,2,1,1,0,0,3,6.43,3,1,97,2.91,1
4,412,1,2,0,0,0,3,6.18,0,1,926,4.75,5
0,949,2,1,2,0,0,3,7.69,2,1,142,3.47,2
1,11745,4,1,1,0,1,0,3.74,3,1,43,2.05,0
3,1846,5,3,1,1,0,3,4.18,1,1,89,3.56,1
0,550,2,3,1,0,1,3,7.59,1,1,142,4.1,2
0,439,1,1,0,0,0,2,6.54,1,1,89,3.86,1
1,1822,4,1,0,0,0,3,6.64,0,1,83,4.81,1
1,1586,3,3,1,0,0,3,4.41,0,1,91,4.81,1
0,150,1,1,2,0,1,1,5.83,0,1,94,4.17,1
0,963,1,3,2,0,0,2,7.84,0,1,135,4.42,2
0,101,2,3,1,0,1,3,5.71,0,0,88,4.87,1
0,575,3,1,0,0,0,2,7.5,0,1,129,4.43,2
1,1386,2,4,1,2,1,3,7.21,0,1,136,3.48,2
0,513,4,1,2,2,0,2,3.69,0,0,27,3.39,0
1,1895,5,2,1,0,0,3,7.44,3,1,149,2.84,2
1,2292,4,3,2,1,0,3,6.34,1,1,105,3.53,2
0,709,2,1,1,0,1,3,6.76,0,1,169,4.7,3
0,257,3,3,0,1,0,3,4.58,1,1,103,3.54,2
0,839,3,2,1,1,0,3,7.0,0,1,105,4.15,2
0,958,4,3,1,2,0,3,6.82,0,1,112,3.51,2
0,428,3,3,1,3,0,0,8.03,0,2,182,1.79,3
0,221,3,3,2,0,0,1,5.6,1,1,120,3.51,2
1,1470,2,1,1,0,0,2,5.73,2,1,100,3.22,1
4,499,1,2,0,0,0,3,7.08,1,1,116,4.14,2
0,981,4,1,0,0,0,2,6.77,0,1,150,4.41,2
0,663,4,1,1,0,0,3,7.43,0,1,138,4.73,2
0,142,4,2,1,0,0,3,5.66,1,1,896,4.15,5
1,1699,4,3,1,0,0,1,6.54,0,1,96,4.16,1
1,1387,4,1,1,1,0,3,5.08,0,1,98,4.17,1
3,3758,12,6,0,2,-1,3,8.02,0,2,122,3.43,2
1,2298,5,4,1,0,1,2,4.57,0,1,97,4.49,1
4,389,3,2,1,0,0,2,7.21,3,1,83,2.61,1
0,350,3,3,0,0,0,3,7.6,0,1,92,4.79,1
0,928,1,3,2,0,0,3,5.86,1,1,120,4.14,2
1,1607,2,2,1,1,0,1,8.72,0,2,197,3.33,3
1,1761,2,1,1,1,0,3,5.15,2,1,98,2.92,1
1,1295,3,3,1,0,0,2,5.46,1,1,118,3.83,2
0,522,1,3,1,0,1,1,6.41,3,1,94,2.28,1
1,2042,2,2,0,1,0,3,6.78,0,1,92,4.17,1
1,26189,5,4,1,1,0,3,5.83,2,1,83,2.93,1
0,766,4,2,1,1,0,3,6.74,0,1,152,4.09,3
4,331,0,1,1,0,0,3,6.9,0,1,167,4.7,3
1,2295,5,3,1,1,0,3,4.22,2,1,106,2.91,2
1,1397,2,3,1,0,0,1,3.56,0,0,70,4.28,1
1,1318,5,2,1,1,0,2,7.37,0,1,101,3.84,2
0,784,1,3,0,0,0,3,5.54,1,1,93,4.17,1
0,908,1,3,0,0,1,2,4.54,1,1,447,3.84,5
0,681,3,3,2,0,0,1,3.58,0,0,80,4.27,1
4,458,2,1,1,0,0,2,5.24,1,1,86,3.87,1
0,944,1,3,2,2,0,3,5.49,0,1,105,3.53,2
3,3095,4,4,0,1,0,2,6.83,0,1,148,3.78,2
3,4249,6,4,1,0,1,2,7.38,1,1,84,3.86,1
1,1221,5,2,1,0,0,3,5.49,2,1,87,3.55,1
3,2298,5,4,2,0,0,3,5.94,0,1,92,4.8,1
0,716,4,2,1,1,0,3,6.09,0,1,106,4.15,2
0,509,4,1,1,0,0,1,6.82,0,1,107,4.15,2
1,1256,2,1,0,0,0,3,6.04,1,1,163,4.08,3
2,1190,6,3,1,0,1,3,4.77,2,1,97,3.55,1
1,2038,5,2,1,0,0,2,6.26,0,1,126,4.44,2
1,1478,4,4,2,0,0,2,6.95,1,1,155,3.77,3
5,670,4,3,1,0,0,3,6.84,0,1,147,4.73,2
0,844,4,1,1,2,0,2,3.38,2,0,33,2.13,0
0,336,3,2,2,0,0,2,6.3,1,1,92,3.86,1
